,pair,trial
81804,206,45
81936,206,53
82063,206,60
82086,206,61
82285,206,72
82353,206,76
82429,206,80
82531,206,86
82694,206,95
82785,206,100
83007,206,112
83035,206,114
83052,206,115
83075,206,116
83107,206,118
83329,206,130
83388,206,133
83575,206,144
83880,206,161
84127,206,174
84197,206,178
84271,206,182
84468,206,193
85042,206,225
85065,206,226
85076,206,227
85275,206,238
85824,206,269
85904,206,273
86071,206,282
86116,206,285
86175,206,288
