,pair,trial
54021,204,2
54072,204,5
54408,204,23
54595,204,34
54720,204,41
54891,204,50
54900,204,51
55149,204,64
55279,204,72
55376,204,77
55408,204,79
55429,204,80
55507,204,84
55581,204,88
55713,204,96
55747,204,98
55819,204,102
55857,204,104
56024,204,113
56232,204,125
56304,204,129
56437,204,136
56704,204,151
57062,204,171
57138,204,175
57619,204,202
57818,204,213
58015,204,224
58044,204,225
58159,204,232
58415,204,246
58773,204,266
59131,204,286
59391,204,300
