,pair,trial
43452,203,15
43485,203,16
43655,203,26
43788,203,33
43858,203,37
43867,203,38
44335,203,64
44356,203,65
44413,203,68
44551,203,76
45417,203,124
45472,203,127
45811,203,146
46423,203,180
46531,203,186
46603,203,190
46711,203,196
46747,203,198
46764,203,199
47102,203,217
47196,203,223
47395,203,234
47611,203,246
47920,203,263
47981,203,266
48204,203,279
48496,203,295
48521,203,296
