,pair,trial
32423,110,2
32472,110,5
32580,110,11
32616,110,13
33480,110,61
33984,110,89
34380,110,111
34903,110,140
34920,110,141
34968,110,143
35061,110,148
35097,110,150
35451,110,170
35563,110,176
35578,110,177
35604,110,179
35682,110,183
35731,110,186
35767,110,188
36300,110,217
36317,110,218
36326,110,219
36590,110,233
36775,110,244
36811,110,246
36936,110,253
37088,110,261
37141,110,264
37332,110,275
37467,110,282
37675,110,294
37723,110,296
37764,110,299
