,pair,trial
37952,202,9
37982,202,11
38143,202,20
38160,202,21
38179,202,22
38467,202,38
38556,202,43
38712,202,51
39168,202,77
39318,202,85
40356,202,143
40504,202,151
40716,202,163
41497,202,206
41990,202,233
42552,202,265
42799,202,278
43056,202,293
