,pair,trial
70206,207,1
70272,207,5
70310,207,7
70341,207,8
70373,207,10
70380,207,11
70447,207,14
70481,207,16
70515,207,18
70560,207,21
70602,207,23
70632,207,25
70704,207,29
70824,207,35
71087,207,50
71457,207,70
71625,207,80
71754,207,87
72027,207,102
72065,207,104
72381,207,122
72504,207,129
72688,207,139
72732,207,141
72904,207,151
72940,207,153
73092,207,161
74035,207,214
74869,207,260
