,pair,trial
27057,114,4
27133,114,8
27237,114,14
27406,114,23
27432,114,25
27451,114,26
27677,114,38
27722,114,41
27800,114,45
27900,114,51
27925,114,52
28044,114,59
28090,114,61
28107,114,62
28247,114,70
29016,114,113
29168,114,121
29507,114,140
29560,114,143
30674,114,205
30748,114,209
30996,114,223
31053,114,226
31161,114,232
31610,114,257
31627,114,258
31680,114,261
31923,114,274
31951,114,276
31987,114,278
32131,114,286
