pair,condition,block,trial,subject,tapnr,ttap,jitter,player_start_first
201,blind,1,1,1,1,3.857323169708252,0.025,2
201,blind,1,1,1,2,4.513256072998047,0.025,2
201,blind,1,1,1,3,5.344393014907837,0.025,2
201,blind,1,1,1,4,6.053203105926514,0.025,2
201,blind,1,1,1,5,6.685194969177246,0.025,2
201,blind,1,1,1,6,7.299407005310059,0.025,2
201,blind,1,1,1,7,7.88519811630249,0.025,2
201,blind,1,1,1,8,8.541475057601929,0.025,2
201,blind,1,1,1,9,9.150456190109253,0.025,2
201,blind,1,1,2,1,4.200577974319458,0.025,2
201,blind,1,1,2,2,5.2422730922698975,0.025,2
201,blind,1,1,2,3,5.861047029495239,0.025,2
201,blind,1,1,2,4,6.4762561321258545,0.025,2
201,blind,1,1,2,5,7.105424165725708,0.025,2
201,blind,1,1,2,6,7.757070064544678,0.025,2
201,blind,1,1,2,7,8.34607219696045,0.025,2
201,blind,1,1,2,8,8.997579097747803,0.025,2
201,blind,1,1,2,9,9.611454010009766,0.025,2
201,blind,1,2,1,1,3.872262954711914,0.05,1
201,blind,1,2,1,2,4.924379110336304,0.05,1
201,blind,1,2,1,3,5.6062469482421875,0.05,1
201,blind,1,2,1,4,6.544229030609131,0.05,1
201,blind,1,2,1,5,7.430202007293701,0.05,1
201,blind,1,2,1,6,8.242197036743164,0.05,1
201,blind,1,2,1,7,8.989150047302246,0.05,1
201,blind,1,2,1,8,9.61217713356018,0.05,1
201,blind,1,2,1,9,10.15720796585083,0.05,1
201,blind,1,2,2,1,4.6504600048065186,0.05,1
201,blind,1,2,2,2,5.23946213722229,0.05,1
201,blind,1,2,2,3,5.959217071533203,0.05,1
201,blind,1,2,2,4,7.063209056854248,0.05,1
201,blind,1,2,2,5,7.654160976409912,0.05,1
201,blind,1,2,2,6,8.277214050292969,0.05,1
201,blind,1,2,2,7,8.867005109786987,0.05,1
201,blind,1,2,2,8,9.420192956924438,0.05,1
201,blind,1,2,2,9,9.970231056213379,0.05,1
201,blind,1,3,1,1,4.001611948013306,0.05,2
201,blind,1,3,1,2,4.691608905792236,0.05,2
201,blind,1,3,1,3,5.461568832397461,0.05,2
201,blind,1,3,1,4,6.129873991012573,0.05,2
201,blind,1,3,1,5,6.7185609340667725,0.05,2
201,blind,1,3,1,6,7.371507883071899,0.05,2
201,blind,1,3,1,7,7.916513919830322,0.05,2
201,blind,1,3,1,8,8.599638938903809,0.05,2
201,blind,1,3,1,9,9.691559791564941,0.05,2
201,blind,1,3,2,1,3.66184401512146,0.05,2
201,blind,1,3,2,2,4.240373849868774,0.05,2
201,blind,1,3,2,3,4.861768007278442,0.05,2
201,blind,1,3,2,4,5.403343915939331,0.05,2
201,blind,1,3,2,5,5.994369983673096,0.05,2
201,blind,1,3,2,6,6.5843658447265625,0.05,2
201,blind,1,3,2,7,7.14434289932251,0.05,2
201,blind,1,3,2,8,7.729352951049805,0.05,2
201,blind,1,3,2,9,8.324346780776978,0.05,2
201,blind,1,4,1,1,4.709954023361206,0.025,2
201,blind,1,4,1,2,5.257164001464844,0.025,2
201,blind,1,4,1,3,5.7681989669799805,0.025,2
201,blind,1,4,1,4,6.299037933349609,0.025,2
201,blind,1,4,1,5,6.882156133651733,0.025,2
201,blind,1,4,1,6,7.461867094039917,0.025,2
201,blind,1,4,1,7,7.9820029735565186,0.025,2
201,blind,1,4,1,8,8.63618803024292,0.025,2
201,blind,1,4,1,9,9.187870025634766,0.025,2
201,blind,1,4,2,1,4.46717095375061,0.025,2
201,blind,1,4,2,2,4.99689507484436,0.025,2
201,blind,1,4,2,3,5.540086030960083,0.025,2
201,blind,1,4,2,4,6.165081977844238,0.025,2
201,blind,1,4,2,5,6.691681146621704,0.025,2
201,blind,1,4,2,6,7.227077960968018,0.025,2
201,blind,1,4,2,7,7.772902965545654,0.025,2
201,blind,1,4,2,8,8.355059146881104,0.025,2
201,blind,1,4,2,9,8.990096092224121,0.025,2
201,blind,1,5,1,1,5.640105962753296,0.1,2
201,blind,1,5,1,2,6.1331000328063965,0.1,2
201,blind,1,5,1,3,6.721079111099243,0.1,2
201,blind,1,5,1,4,7.268054008483887,0.1,2
