pair,condition,block,trial,subject,tapnr,ttap,jitter,player_start_first
200,blind,1,1,1,1,3.3234879970550537,0.05,1
200,blind,1,1,1,2,3.888392925262451,0.05,1
200,blind,1,1,1,3,4.564280986785889,0.05,1
200,blind,1,1,1,4,5.132333993911743,0.05,1
200,blind,1,1,1,5,5.725440979003906,0.05,1
200,blind,1,1,1,6,6.30945897102356,0.05,1
200,blind,1,1,1,7,6.897443056106567,0.05,1
200,blind,1,1,1,8,7.46643590927124,0.05,1
200,blind,1,1,1,9,7.986454963684082,0.05,1
200,blind,1,1,2,1,3.6663920879364014,0.05,1
200,blind,1,1,2,2,4.273323059082031,0.05,1
200,blind,1,1,2,3,4.840306043624878,0.05,1
200,blind,1,1,2,4,5.346435070037842,0.05,1
200,blind,1,1,2,5,5.8303680419921875,0.05,1
200,blind,1,1,2,6,6.338361978530884,0.05,1
200,blind,1,1,2,7,6.835094928741455,0.05,1
200,blind,1,1,2,8,7.370091915130615,0.05,1
200,blind,1,1,2,9,7.908441066741943,0.05,1
200,blind,1,2,1,1,3.6995739936828613,0.075,2
200,blind,1,2,1,2,4.376571893692017,0.075,2
200,blind,1,2,1,3,4.978502988815308,0.075,2
200,blind,1,2,1,4,5.520547866821289,0.075,2
200,blind,1,2,1,5,6.075469970703125,0.075,2
200,blind,1,2,1,6,6.631464958190918,0.075,2
200,blind,1,2,1,7,7.228474855422974,0.075,2
200,blind,1,2,1,8,7.812644958496094,0.075,2
200,blind,1,2,1,9,14.695466995239258,0.075,2
200,blind,1,2,2,1,3.9767050743103027,0.075,2
200,blind,1,2,2,2,4.457517862319946,0.075,2
200,blind,1,2,2,3,4.953310012817383,0.075,2
200,blind,1,2,2,4,5.507293939590454,0.075,2
200,blind,1,2,2,5,6.018295049667358,0.075,2
200,blind,1,2,2,6,6.607440948486328,0.075,2
200,blind,1,2,2,7,7.127284049987793,0.075,2
200,blind,1,2,2,8,7.650788068771362,0.075,2
200,blind,1,2,2,9,8.222466945648193,0.075,2
200,blind,1,3,1,1,4.183053016662598,0.05,2
200,blind,1,3,1,2,4.69681191444397,0.05,2
200,blind,1,3,1,3,5.246010065078735,0.05,2
