pair,condition,block,trial,subject,tapnr,ttap,jitter,player_start_first
210,blind,1,1,1,1,3.9809348583221436,0.1,2
210,blind,1,1,1,2,4.756825923919678,0.1,2
210,blind,1,1,1,3,5.471024990081787,0.1,2
210,blind,1,1,1,4,6.095797061920166,0.1,2
210,blind,1,1,1,5,6.720990896224976,0.1,2
210,blind,1,1,1,6,7.383965015411377,0.1,2
210,blind,1,1,1,7,8.063783884048462,0.1,2
210,blind,1,1,1,8,8.668631076812744,0.1,2
210,blind,1,1,1,9,9.325988054275513,0.1,2
210,blind,1,1,2,1,4.247956991195679,0.1,2
210,blind,1,1,2,2,4.840023994445801,0.1,2
210,blind,1,1,2,3,5.4437339305877686,0.1,2
210,blind,1,1,2,4,6.146090030670166,0.1,2
210,blind,1,1,2,5,6.731101036071777,0.1,2
210,blind,1,1,2,6,7.372715950012207,0.1,2
210,blind,1,1,2,7,7.922702074050903,0.1,2
210,blind,1,1,2,8,8.726939916610718,0.1,2
210,blind,1,1,2,9,9.383014917373657,0.1,2
210,blind,1,2,1,1,3.709425210952759,0.075,1
210,blind,1,2,1,2,4.301157236099243,0.075,1
210,blind,1,2,1,3,4.9504170417785645,0.075,1
210,blind,1,2,1,4,5.587385177612305,0.075,1
210,blind,1,2,1,5,6.216353178024292,0.075,1
210,blind,1,2,1,6,6.861554145812988,0.075,1
210,blind,1,2,1,7,7.492194175720215,0.075,1
210,blind,1,2,1,8,8.163286209106445,0.075,1
210,blind,1,2,1,9,8.767352104187012,0.075,1
210,blind,1,2,2,1,3.3022730350494385,0.075,1
210,blind,1,2,2,2,4.331512212753296,0.075,1
210,blind,1,2,2,3,4.940302133560181,0.075,1
210,blind,1,2,2,4,5.553302049636841,0.075,1
210,blind,1,2,2,5,6.2295050621032715,0.075,1
210,blind,1,2,2,6,6.82032322883606,0.075,1
210,blind,1,2,2,7,7.519460201263428,0.075,1
210,blind,1,2,2,8,8.128338098526001,0.075,1
210,blind,1,2,2,9,8.856568098068237,0.075,1
210,blind,1,3,1,1,3.4543590545654297,0.05,1
210,blind,1,3,1,2,4.372170925140381,0.05,1
210,blind,1,3,1,3,5.296958923339844,0.05,1
210,blind,1,3,1,4,5.97894287109375,0.05,1
210,blind,1,3,1,5,6.719954967498779,0.05,1
210,blind,1,3,1,6,7.356068849563599,0.05,1
210,blind,1,3,1,7,8.005911827087402,0.05,1
210,blind,1,3,1,8,10.778986930847168,0.05,1
210,blind,1,3,1,9,11.7709379196167,0.05,1
210,blind,1,3,2,1,3.8663949966430664,0.05,1
210,blind,1,3,2,2,4.923140048980713,0.05,1
210,blind,1,3,2,3,5.929091930389404,0.05,1
210,blind,1,3,2,4,6.644070863723755,0.05,1
210,blind,1,3,2,5,7.335224866867065,0.05,1
210,blind,1,3,2,6,7.943918943405151,0.05,1
210,blind,1,3,2,7,8.636875867843628,0.05,1
210,blind,1,3,2,8,9.67789602279663,0.05,1
210,blind,1,3,2,9,11.209089994430542,0.05,1
210,blind,1,4,1,1,3.495384931564331,0.025,2
210,blind,1,4,1,2,4.072890043258667,0.025,2
210,blind,1,4,1,3,4.845875978469849,0.025,2
210,blind,1,4,1,4,5.431668996810913,0.025,2
210,blind,1,4,1,5,6.176831960678101,0.025,2
210,blind,1,4,1,6,6.773862838745117,0.025,2
210,blind,1,4,1,7,7.463002920150757,0.025,2
210,blind,1,4,1,8,8.139057874679565,0.025,2
210,blind,1,4,1,9,8.755847930908203,0.025,2
210,blind,1,4,2,1,3.205000877380371,0.025,2
210,blind,1,4,2,2,4.129029035568237,0.025,2
210,blind,1,4,2,3,4.68779993057251,0.025,2
210,blind,1,4,2,4,5.469940900802612,0.025,2
210,blind,1,4,2,5,6.04178786277771,0.025,2
210,blind,1,4,2,6,6.668974876403809,0.025,2
210,blind,1,4,2,7,7.3191540241241455,0.025,2
210,blind,1,4,2,8,8.034204959869385,0.025,2
210,blind,1,4,2,9,8.71795105934143,0.025,2
210,blind,1,5,1,1,3.8447749614715576,0.075,2
210,blind,1,5,1,2,4.4706621170043945,0.075,2
210,blind,1,5,1,3,5.191616058349609,0.075,2
210,blind,1,5,1,4,5.7827839851379395,0.075,2
210,blind,1,5,1,5,6.445588111877441,0.075,2
210,blind,1,5,1,6,7.171730995178223,0.075,2
210,blind,1,5,1,7,7.850954055786133,0.075,2
210,blind,1,5,1,8,8.538815021514893,0.075,2
210,blind,1,5,1,9,9.226784944534302,0.075,2
210,blind,1,5,2,1,3.7287540435791016,0.075,2
210,blind,1,5,2,2,4.407502174377441,0.075,2
210,blind,1,5,2,3,4.985733985900879,0.075,2
210,blind,1,5,2,4,5.705700159072876,0.075,2
210,blind,1,5,2,5,6.279906988143921,0.075,2
210,blind,1,5,2,6,7.0298919677734375,0.075,2
210,blind,1,5,2,7,7.840867042541504,0.075,2
210,blind,1,5,2,8,8.563838958740234,0.075,2
210,blind,1,5,2,9,9.252844095230103,0.075,2
210,blind,1,6,1,1,4.317063808441162,0.025,1
210,blind,1,6,1,2,5.084892988204956,0.025,1
210,blind,1,6,1,3,5.833740949630737,0.025,1
210,blind,1,6,1,4,6.4206109046936035,0.025,1
210,blind,1,6,1,5,7.138790845870972,0.025,1
210,blind,1,6,1,6,7.821781873703003,0.025,1
210,blind,1,6,1,7,8.547972917556763,0.025,1
210,blind,1,6,1,8,9.206766843795776,0.025,1
210,blind,1,6,1,9,9.820864915847778,0.025,1
210,blind,1,6,2,1,4.542954921722412,0.025,1
210,blind,1,6,2,2,5.103945970535278,0.025,1
210,blind,1,6,2,3,5.685928821563721,0.025,1
210,blind,1,6,2,4,6.47989296913147,0.025,1
