pair,condition,block,trial,subject,tapnr,ttap,jitter,player_start_first
205,blind,1,1,1,1,3.5772879123687744,0.025,1
205,blind,1,1,1,2,4.465264797210693,0.025,1
205,blind,1,1,1,3,5.079216957092285,0.025,1
205,blind,1,1,1,4,5.703237771987915,0.025,1
205,blind,1,1,1,5,6.313243865966797,0.025,1
205,blind,1,1,1,6,6.913023948669434,0.025,1
205,blind,1,1,1,7,7.530011892318726,0.025,1
205,blind,1,1,1,8,8.188055992126465,0.025,1
205,blind,1,1,1,9,8.827001810073853,0.025,1
205,blind,1,1,2,1,3.845289945602417,0.025,1
205,blind,1,1,2,2,4.395299911499023,0.025,1
205,blind,1,1,2,3,5.0582897663116455,0.025,1
205,blind,1,1,2,4,5.68227481842041,0.025,1
205,blind,1,1,2,5,6.301438808441162,0.025,1
205,blind,1,1,2,6,6.961222887039185,0.025,1
205,blind,1,1,2,7,7.564210891723633,0.025,1
205,blind,1,1,2,8,8.205384969711304,0.025,1
205,blind,1,1,2,9,8.837108850479126,0.025,1
205,blind,1,2,1,1,4.153418064117432,0.075,2
205,blind,1,2,1,2,4.735184192657471,0.075,2
205,blind,1,2,1,3,5.353157043457031,0.075,2
205,blind,1,2,1,4,6.000413179397583,0.075,2
205,blind,1,2,1,5,6.618338108062744,0.075,2
205,blind,1,2,1,6,7.2122111320495605,0.075,2
205,blind,1,2,1,7,7.82631516456604,0.075,2
205,blind,1,2,1,8,8.425173997879028,0.075,2
205,blind,1,2,1,9,9.062358140945435,0.075,2
205,blind,1,2,2,1,3.927664041519165,0.075,2
205,blind,1,2,2,2,4.748512029647827,0.075,2
205,blind,1,2,2,3,5.515353202819824,0.075,2
205,blind,1,2,2,4,6.074380159378052,0.075,2
205,blind,1,2,2,5,6.5983500480651855,0.075,2
205,blind,1,2,2,6,7.222379207611084,0.075,2
205,blind,1,2,2,7,7.836436986923218,0.075,2
205,blind,1,2,2,8,8.43525505065918,0.075,2
205,blind,1,2,2,9,9.014393091201782,0.075,2
205,blind,1,3,1,1,3.7771799564361572,0.1,1
205,blind,1,3,1,2,4.422360897064209,0.1,1
205,blind,1,3,1,3,5.045888900756836,0.1,1
205,blind,1,3,1,4,5.674885034561157,0.1,1
205,blind,1,3,1,5,6.40197491645813,0.1,1
205,blind,1,3,1,6,7.05087685585022,0.1,1
205,blind,1,3,1,7,7.707876920700073,0.1,1
205,blind,1,3,1,8,8.37387204170227,0.1,1
205,blind,1,3,1,9,8.98589301109314,0.1,1
205,blind,1,3,2,1,3.532304048538208,0.1,1
205,blind,1,3,2,2,4.412138938903809,0.1,1
205,blind,1,3,2,3,5.1283979415893555,0.1,1
205,blind,1,3,2,4,5.835190057754517,0.1,1
205,blind,1,3,2,5,6.391878843307495,0.1,1
205,blind,1,3,2,6,7.065314054489136,0.1,1
205,blind,1,3,2,7,7.73815393447876,0.1,1
205,blind,1,3,2,8,8.40232801437378,0.1,1
205,blind,1,3,2,9,9.059339046478271,0.1,1
205,blind,1,4,1,1,3.476689100265503,0.075,1
205,blind,1,4,1,2,4.5138609409332275,0.075,1
205,blind,1,4,1,3,5.313651084899902,0.075,1
205,blind,1,4,1,4,5.993767023086548,0.075,1
205,blind,1,4,1,5,6.679819107055664,0.075,1
205,blind,1,4,1,6,7.3514180183410645,0.075,1
205,blind,1,4,1,7,8.047449111938477,0.075,1
205,blind,1,4,1,8,8.68043303489685,0.075,1
