pair,condition,block,trial,subject,tapnr,ttap,jitter,player_start_first
206,blind,1,1,1,1,3.236128091812134,0.075,1
206,blind,1,1,1,2,4.06606912612915,0.075,1
206,blind,1,1,1,3,4.719501972198486,0.075,1
206,blind,1,1,1,4,5.369003057479858,0.075,1
206,blind,1,1,1,5,6.018966913223267,0.075,1
206,blind,1,1,1,6,6.6369500160217285,0.075,1
206,blind,1,1,1,7,7.28300404548645,0.075,1
206,blind,1,1,1,8,7.9022979736328125,0.075,1
206,blind,1,1,1,9,8.52904200553894,0.075,1
206,blind,1,1,2,1,3.5241620540618896,0.075,1
206,blind,1,1,2,2,4.092061996459961,0.075,1
206,blind,1,1,2,3,4.699629068374634,0.075,1
206,blind,1,1,2,4,5.344120025634766,0.075,1
206,blind,1,1,2,5,5.9630210399627686,0.075,1
206,blind,1,1,2,6,6.61705207824707,0.075,1
206,blind,1,1,2,7,7.243058919906616,0.075,1
206,blind,1,1,2,8,7.892196893692017,0.075,1
206,blind,1,1,2,9,8.498169898986816,0.075,1
206,blind,1,2,1,1,3.4161431789398193,0.075,1
206,blind,1,2,1,2,4.228280067443848,0.075,1
206,blind,1,2,1,3,5.735166072845459,0.075,1
206,blind,1,2,1,4,6.374218225479126,0.075,1
206,blind,1,2,1,5,7.041171073913574,0.075,1
206,blind,1,2,1,6,7.691150188446045,0.075,1
206,blind,1,2,1,7,8.292145013809204,0.075,1
206,blind,1,2,1,8,8.926819086074829,0.075,1
206,blind,1,2,1,9,9.575163125991821,0.075,1
206,blind,1,2,2,1,3.6995620727539062,0.075,1
206,blind,1,2,2,2,4.253231048583984,0.075,1
206,blind,1,2,2,3,5.706115007400513,0.075,1
206,blind,1,2,2,4,6.33022403717041,0.075,1
206,blind,1,2,2,5,6.947118043899536,0.075,1
206,blind,1,2,2,6,7.582159996032715,0.075,1
206,blind,1,2,2,7,8.264167070388794,0.075,1
206,blind,1,2,2,8,8.937156200408936,0.075,1
206,blind,1,2,2,9,9.555158138275146,0.075,1
206,blind,1,3,1,1,3.4569380283355713,0.075,2
206,blind,1,3,1,2,4.256860971450806,0.075,2
206,blind,1,3,1,3,4.935628890991211,0.075,2
206,blind,1,3,1,4,5.592648983001709,0.075,2
206,blind,1,3,1,5,6.2406580448150635,0.075,2
206,blind,1,3,1,6,6.902646064758301,0.075,2
206,blind,1,3,1,7,7.589812994003296,0.075,2
206,blind,1,3,1,8,8.20280408859253,0.075,2
206,blind,1,3,1,9,8.815654993057251,0.075,2
206,blind,1,3,2,1,3.7028849124908447,0.075,2
206,blind,1,3,2,2,4.28384804725647,0.075,2
206,blind,1,3,2,3,4.971785068511963,0.075,2
206,blind,1,3,2,4,5.645807981491089,0.075,2
206,blind,1,3,2,5,6.250737905502319,0.075,2
206,blind,1,3,2,6,6.912734031677246,0.075,2
206,blind,1,3,2,7,7.5018370151519775,0.075,2
206,blind,1,3,2,8,8.163846015930176,0.075,2
206,blind,1,3,2,9,8.830794095993042,0.075,2
206,blind,1,4,1,1,3.664726972579956,0.075,1
206,blind,1,4,1,2,4.503648042678833,0.075,1
206,blind,1,4,1,3,5.178476095199585,0.075,1
206,blind,1,4,1,4,5.826426029205322,0.075,1
206,blind,1,4,1,5,6.462815046310425,0.075,1
206,blind,1,4,1,6,7.106625080108643,0.075,1
206,blind,1,4,1,7,7.777637958526611,0.075,1
206,blind,1,4,1,8,8.438579082489014,0.075,1
206,blind,1,4,1,9,9.063562154769897,0.075,1
206,blind,1,4,2,1,3.896773099899292,0.075,1
206,blind,1,4,2,2,4.486488103866577,0.075,1
206,blind,1,4,2,3,5.188591957092285,0.075,1
206,blind,1,4,2,4,5.836596965789795,0.075,1
206,blind,1,4,2,5,6.452636003494263,0.075,1
206,blind,1,4,2,6,7.089679956436157,0.075,1
206,blind,1,4,2,7,7.731688022613525,0.075,1
206,blind,1,4,2,8,8.240623950958252,0.075,1
206,blind,1,4,2,9,9.02760910987854,0.075,1
206,blind,1,5,1,1,3.691735029220581,0.05,1
206,blind,1,5,1,2,4.30145788192749,0.05,1
206,blind,1,5,1,3,5.0066139698028564,0.05,1
206,blind,1,5,1,4,5.60842490196228,0.05,1
206,blind,1,5,1,5,6.242431879043579,0.05,1
206,blind,1,5,1,6,6.882447957992554,0.05,1
206,blind,1,5,1,7,7.522464990615845,0.05,1
206,blind,1,5,1,8,8.164439916610718,0.05,1
206,blind,1,5,1,9,8.779823064804077,0.05,1
206,blind,1,5,2,1,3.4639170169830322,0.05,1
206,blind,1,5,2,2,4.314625024795532,0.05,1
206,blind,1,5,2,3,4.976672887802124,0.05,1
206,blind,1,5,2,4,5.650613069534302,0.05,1
206,blind,1,5,2,5,6.284602880477905,0.05,1
206,blind,1,5,2,6,6.920628070831299,0.05,1
206,blind,1,5,2,7,7.533843040466309,0.05,1
206,blind,1,5,2,8,8.174587965011597,0.05,1
206,blind,1,5,2,9,8.813740968704224,0.05,1
206,blind,1,6,1,1,3.748427152633667,0.075,1
206,blind,1,6,1,2,4.581479072570801,0.075,1
206,blind,1,6,1,3,5.248990058898926,0.075,1
206,blind,1,6,1,4,5.865132093429565,0.075,1
206,blind,1,6,1,5,6.5003721714019775,0.075,1
206,blind,1,6,1,6,7.159541130065918,0.075,1
206,blind,1,6,1,7,7.808310031890869,0.075,1
206,blind,1,6,1,8,8.459964990615845,0.075,1
206,blind,1,6,1,9,9.091251134872437,0.075,1
206,blind,1,6,2,1,4.008247137069702,0.075,1
206,blind,1,6,2,2,4.608464002609253,0.075,1
206,blind,1,6,2,3,5.259113073348999,0.075,1
206,blind,1,6,2,4,5.917441129684448,0.075,1
206,blind,1,6,2,5,6.5813820362091064,0.075,1
206,blind,1,6,2,6,7.213379144668579,0.075,1
206,blind,1,6,2,7,7.785319089889526,0.075,1
206,blind,1,6,2,8,8.507351160049438,0.075,1
206,blind,1,6,2,9,9.142279148101807,0.075,1
206,blind,1,7,1,1,3.576673984527588,0.075,2
206,blind,1,7,1,2,4.436511039733887,0.075,2
206,blind,1,7,1,3,5.094390153884888,0.075,2
206,blind,1,7,1,4,5.704375982284546,0.075,2
206,blind,1,7,1,5,6.324404001235962,0.075,2
206,blind,1,7,1,6,6.954200983047485,0.075,2
206,blind,1,7,1,7,7.598311185836792,0.075,2
206,blind,1,7,1,8,8.252232074737549,0.075,2
206,blind,1,7,1,9,8.844204187393188,0.075,2
206,blind,1,7,2,1,3.8254611492156982,0.075,2
206,blind,1,7,2,2,4.39225697517395,0.075,2
206,blind,1,7,2,3,5.032483100891113,0.075,2
206,blind,1,7,2,4,5.65441107749939,0.075,2
206,blind,1,7,2,5,6.313518047332764,0.075,2
206,blind,1,7,2,6,6.974409103393555,0.075,2
206,blind,1,7,2,7,7.588195085525513,0.075,2
206,blind,1,7,2,8,8.262375116348267,0.075,2
206,blind,1,7,2,9,8.867347002029419,0.075,2
206,blind,1,8,1,1,3.734757900238037,0.025,1
206,blind,1,8,1,2,4.582787990570068,0.025,1
206,blind,1,8,1,3,5.232469081878662,0.025,1
206,blind,1,8,1,4,5.867498874664307,0.025,1
206,blind,1,8,1,5,6.513484954833984,0.025,1
206,blind,1,8,1,6,7.168626070022583,0.025,1
206,blind,1,8,1,7,7.7706499099731445,0.025,1
206,blind,1,8,1,8,8.4028639793396,0.025,1
206,blind,1,8,1,9,9.021790027618408,0.025,1
206,blind,1,8,2,1,4.035733938217163,0.025,1
206,blind,1,8,2,2,4.6327290534973145,0.025,1
206,blind,1,8,2,3,5.254764080047607,0.025,1
206,blind,1,8,2,4,5.8946309089660645,0.025,1
206,blind,1,8,2,5,6.5236639976501465,0.025,1
206,blind,1,8,2,6,7.147641897201538,0.025,1
206,blind,1,8,2,7,7.737881898880005,0.025,1
206,blind,1,8,2,8,8.34200406074524,0.025,1
206,blind,1,8,2,9,8.96085500717163,0.025,1
206,blind,1,9,1,1,3.1831939220428467,0.025,1
206,blind,1,9,1,2,4.0103161334991455,0.025,1
206,blind,1,9,1,3,4.660136938095093,0.025,1
206,blind,1,9,1,4,5.3071229457855225,0.025,1
206,blind,1,9,1,5,5.937173128128052,0.025,1
206,blind,1,9,1,6,6.557178020477295,0.025,1
206,blind,1,9,1,7,7.18901515007019,0.025,1
206,blind,1,9,1,8,7.84201192855835,0.025,1
206,blind,1,9,1,9,8.444253921508789,0.025,1
206,blind,1,9,2,1,3.428131103515625,0.025,1
206,blind,1,9,2,2,3.966939926147461,0.025,1
