,sample,eventcode,eventname,alpha
774,480095,20,s2/t6,30.27239619199128
775,480144,11,s1/t6,30.27239619199128
776,480666,21,s2/t7,41.09226074718012
777,480728,12,s1/t7,41.09226074718012
778,481241,22,s2/t8,23.17794513504987
779,481276,13,s1/t8,23.17794513504987
780,481832,14,s1/t9,
781,481843,23,s2/t9,
782,481853,49,,
783,484744,48,,
784,484792,4,,
785,484878,5,,
786,488039,6,s1/t1,168.38599033753775
787,488339,15,s2/t1,168.38599033753775
788,488905,16,s2/t2,35.061855034466355
789,488966,7,s1/t2,35.061855034466355
790,489527,17,s2/t3,11.164100432499142
791,489546,8,s1/t3,11.164100432499142
792,490134,9,s1/t4,12.472309707288845
793,490155,18,s2/t4,12.472309707288845
794,490745,10,s1/t5,6.2837072249536154
795,490756,19,s2/t5,6.2837072249536154
796,491340,11,s1/t6,9.811875413150231
797,491356,20,s2/t6,9.811875413150231
798,491920,21,s2/t7,10.870537535292783
799,491938,12,s1/t7,10.870537535292783
800,492501,22,s2/t8,21.677849801054922
801,492537,13,s1/t8,21.677849801054922
802,493099,23,s2/t9,
803,493128,14,s1/t9,
804,493138,49,,
805,495785,48,,
806,495833,4,,
807,495970,5,,
808,499239,6,s1/t1,75.5901384248175
809,499382,15,s2/t1,75.5901384248175
810,499922,7,s1/t2,38.50140261466535
811,499982,16,s2/t2,38.50140261466535
812,500486,8,s1/t3,73.26156923501577
813,500623,17,s2/t3,73.26156923501577
814,501160,9,s1/t4,36.336190089498416
815,501224,18,s2/t4,36.336190089498416
816,501796,10,s1/t5,30.685071831282016
817,501849,19,s2/t5,30.685071831282016
818,502419,11,s1/t6,35.172934483014195
819,502478,20,s2/t6,35.172934483014195
820,503026,12,s1/t7,61.013694589583686
821,503144,21,s2/t7,61.013694589583686
822,503721,13,s1/t8,5.8811196238274315
823,503732,22,s2/t8,5.8811196238274315
824,504360,14,s1/t9,
825,504392,23,s2/t9,
826,504402,49,,
827,506791,48,,
828,506857,5,,
829,506976,4,,
830,510777,6,s1/t1,158.4498726406978
831,511026,15,s2/t1,158.4498726406978
832,511591,16,s2/t2,24.34026337909825
833,511635,7,s1/t2,24.34026337909825
834,512202,8,s1/t3,22.55205279096293
835,512244,17,s2/t3,22.55205279096293
836,512827,9,s1/t4,58.56915179105397
837,512919,18,s2/t4,58.56915179105397
838,513463,10,s1/t5,16.39370490275428
839,513485,19,s2/t5,16.39370490275428
840,513958,20,s2/t6,43.66058511302754
841,514033,11,s1/t6,43.66058511302754
842,514576,21,s2/t7,9.240257245062367
843,514592,12,s1/t7,9.240257245062367
844,515189,13,s1/t8,17.628183536688933
845,515217,22,s2/t8,17.628183536688933
846,515772,14,s1/t9,
847,515785,23,s2/t9,
848,515795,49,,
849,518173,48,,
850,518222,5,,
851,518290,4,,
852,521516,15,s2/t1,150.4644048374225
853,521793,6,s1/t1,150.4644048374225
854,522165,16,s2/t2,64.24869594064333
855,522271,7,s1/t2,64.24869594064333
856,522800,17,s2/t3,40.91894117129769
857,522862,8,s1/t3,40.91894117129769
858,523412,9,s1/t4,37.27682053810017
859,523477,18,s2/t4,37.27682053810017
860,524037,10,s1/t5,22.11431809028889
861,524072,19,s2/t5,22.11431809028889
862,524603,11,s1/t6,73.62549171302952
863,524743,20,s2/t6,73.62549171302952
864,525273,21,s2/t7,8.756824501151613
865,525289,12,s1/t7,8.756824501151613
866,525916,22,s2/t8,11.504665545592244
867,525934,13,s1/t8,11.504665545592244
868,526487,23,s2/t9,
869,526508,14,s1/t9,
870,526518,49,,
871,528907,48,,
872,528956,5,,
873,529075,4,,
874,532469,15,s2/t1,5.775422581403318
875,532479,6,s1/t1,5.775422581403318
876,533097,7,s1/t2,16.49717401115339
877,533124,16,s2/t2,16.49717401115339
878,533675,8,s1/t3,21.297018074737
879,533710,17,s2/t3,21.297018074737
880,534265,9,s1/t4,23.333137590709185
881,534305,18,s2/t4,23.333137590709185
882,534871,10,s1/t5,25.835093694975
883,534912,19,s2/t5,25.835093694975
884,535459,11,s1/t6,6.4519501960520245
885,535470,20,s2/t6,6.4519501960520245
886,536030,12,s1/t7,14.367110492031626
887,536054,21,s2/t7,14.367110492031626
888,536651,22,s2/t8,6.7061998273812815
889,536662,13,s1/t8,6.7061998273812815
890,537254,23,s2/t9,
891,537269,14,s1/t9,
892,537279,49,,
893,540170,48,,
894,540218,4,,
895,540338,5,,
896,543571,6,s1/t1,113.5192553634662
897,543835,15,s2/t1,113.5192553634662
898,544398,16,s2/t2,6.226574860624567
899,544408,7,s1/t2,6.226574860624567
900,545011,8,s1/t3,7.226456615811429
901,545023,17,s2/t3,7.226456615811429
902,545585,9,s1/t4,10.677573443160838
903,545602,18,s2/t4,10.677573443160838
904,546185,10,s1/t5,38.341167938110544
905,546255,19,s2/t5,38.341167938110544
906,546819,20,s2/t6,11.69026122063255
907,546839,11,s1/t6,11.69026122063255
908,547419,21,s2/t7,19.1160704618907
909,547453,12,s1/t7,19.1160704618907
910,548064,22,s2/t8,14.401779278230693
911,548088,13,s1/t8,14.401779278230693
912,548618,23,s2/t9,
913,548707,14,s1/t9,
914,548717,49,,
915,551108,48,,
916,551157,4,,
917,551276,5,,
918,554500,15,s2/t1,96.44303791603176
919,554712,6,s1/t1,96.44303791603176
920,555246,7,s1/t2,25.688838239296498
921,555290,16,s2/t2,25.688838239296498
922,555856,8,s1/t3,25.05024234160913
923,555898,17,s2/t3,25.05024234160913
924,556395,9,s1/t4,70.81519517275294
925,556502,18,s2/t4,70.81519517275294
926,556980,10,s1/t5,39.56531883381689
927,557043,19,s2/t5,39.56531883381689
928,557543,11,s1/t6,50.019886259657824
929,557621,20,s2/t6,50.019886259657824
930,558171,12,s1/t7,6.399284739399519
931,558181,21,s2/t7,6.399284739399519
932,558768,22,s2/t8,7.976789020347439
933,558781,13,s1/t8,7.976789020347439
934,559368,23,s2/t9,
935,559379,14,s1/t9,
936,559389,49,,
937,561773,48,,
938,561822,4,,
939,561891,5,,
940,565592,15,s2/t1,58.23964525581321
941,565694,6,s1/t1,58.23964525581321
942,566277,16,s2/t2,31.748525813413266
943,566327,7,s1/t2,31.748525813413266
944,566895,8,s1/t3,20.589462984922925
945,566928,17,s2/t3,20.589462984922925
946,567472,9,s1/t4,25.57270181142221
947,567513,18,s2/t4,25.57270181142221
948,568052,10,s1/t5,36.101163835247434
949,568114,19,s2/t5,36.101163835247434
950,568667,11,s1/t6,7.292101937218773
951,568679,20,s2/t6,7.292101937218773
952,569239,21,s2/t7,22.82565013428328
953,569275,12,s1/t7,22.82565013428328
954,569821,22,s2/t8,12.34811063981698
955,569840,13,s1/t8,12.34811063981698
956,570396,23,s2/t9,
957,570407,14,s1/t9,
958,570417,49,,
959,573054,48,,
960,573102,4,,
961,573239,5,,
962,576576,6,s1/t1,172.41217575520753
963,576841,15,s2/t1,172.41217575520753
964,577394,16,s2/t2,6.089916662432642
965,577405,7,s1/t2,6.089916662432642
966,578014,17,s2/t3,6.979291177700191
967,578025,8,s1/t3,6.979291177700191
968,578575,9,s1/t4,12.592913808950813
969,578595,18,s2/t4,12.592913808950813
970,579113,10,s1/t5,23.202835020238357
971,579155,19,s2/t5,23.202835020238357
972,579689,11,s1/t6,81.64096761307923
973,579806,20,s2/t6,81.64096761307923
974,580298,12,s1/t7,13.93752902785832
975,580321,21,s2/t7,13.93752902785832
976,580894,13,s1/t8,23.04762446495352
977,580927,22,s2/t8,23.04762446495352
978,581442,23,s2/t9,
979,581477,14,s1/t9,
980,581487,49,,
981,583871,48,,
982,583920,4,,
983,584005,5,,
984,587251,6,s1/t1,108.59637638594101
985,587501,15,s2/t1,108.59637638594101
986,588069,16,s2/t2,6.4296563695487805
987,588079,7,s1/t2,6.4296563695487805
988,588652,17,s2/t3,6.340718987068242
989,588662,8,s1/t3,6.340718987068242
990,589221,18,s2/t4,22.95083398218464
991,589259,9,s1/t4,22.95083398218464
992,589775,19,s2/t5,51.62098630204361
993,589851,10,s1/t5,51.62098630204361
994,590352,20,s2/t6,10.813462888325803
995,590387,11,s1/t6,10.813462888325803
996,590906,21,s2/t7,4.467772996197708
997,591546,12,s1/t7,4.467772996197708
998,591556,22,s2/t8,15.644797075491455
999,592136,23,s2/t9,
1000,592178,13,s1/t8,15.644797075491455
1001,592774,14,s1/t9,
1002,592784,49,,
1003,595681,48,,
1004,595730,5,,
1005,595815,4,,
1006,599322,15,s2/t1,107.56366277292305
1007,599555,6,s1/t1,107.56366277292305
1008,600104,16,s2/t2,31.04495554439103
1009,600155,7,s1/t2,31.04495554439103
1010,600698,17,s2/t3,41.8357574652737
1011,600770,8,s1/t3,41.8357574652737
1012,601315,18,s2/t4,25.897544543051854
1013,601360,9,s1/t4,25.897544543051854
1014,601941,19,s2/t5,19.068175777354806
1015,601974,10,s1/t5,19.068175777354806
1016,602557,20,s2/t6,16.722568801102053
1017,602584,11,s1/t6,16.722568801102053
1018,602864,12,s1/t7,159.17761911700447
1019,603131,21,s2/t7,159.17761911700447
1020,603203,13,s1/t8,47.56068678275676
1021,603735,22,s2/t8,47.56068678275676
1022,603822,14,s1/t9,
1023,604347,23,s2/t9,
1024,604358,49,,
1025,607251,48,,
1026,607300,4,,
1027,607385,5,,
1028,610863,15,s2/t1,139.01410431640466
1029,611098,6,s1/t1,139.01410431640466
1030,611610,16,s2/t2,55.70954157645809
1031,611707,7,s1/t2,55.70954157645809
1032,612242,17,s2/t3,59.46307440618306
1033,612336,8,s1/t3,59.46307440618306
1034,612898,9,s1/t4,14.728613484016874
1035,612924,18,s2/t4,14.728613484016874
1036,613513,19,s2/t5,11.964473448089647
1037,613533,10,s1/t5,11.964473448089647
1038,614111,20,s2/t6,10.71955116215142
1039,614128,11,s1/t6,10.71955116215142
1040,614709,12,s1/t7,13.891509860579815
1041,614732,21,s2/t7,13.891509860579815
1042,615290,13,s1/t8,29.611003872341943
1043,615336,22,s2/t8,29.611003872341943
1044,615851,14,s1/t9,
1045,615907,23,s2/t9,
1046,615917,49,,
1047,618804,48,,
1048,618852,5,,
1049,618972,4,,
1050,622156,6,s1/t1,111.03765450848286
1051,622542,15,s2/t1,111.03765450848286
1052,623101,16,s2/t2,16.330666093836697
1053,623129,7,s1/t2,16.330666093836697
1054,623714,17,s2/t3,33.267764280686805
1055,623772,8,s1/t3,33.267764280686805
1056,624334,18,s2/t4,10.685190019291609
1057,624351,9,s1/t4,10.685190019291609
1058,624909,19,s2/t5,22.143599821144964
1059,624951,10,s1/t5,22.143599821144964
1060,625513,11,s1/t6,49.32755380536048
1061,625592,20,s2/t6,49.32755380536048
1062,626102,12,s1/t7,45.36974655225137
1063,626171,21,s2/t7,45.36974655225137
1064,626702,13,s1/t8,7.417596217774077
1065,626714,22,s2/t8,7.417596217774077
1066,627298,14,s1/t9,
1067,627309,23,s2/t9,
1068,627320,49,,
1069,630221,48,,
1070,630269,5,,
1071,630405,4,,
1072,633826,15,s2/t1,157.9659525995995
1073,634075,6,s1/t1,157.9659525995995
1074,634516,16,s2/t2,78.29580739543326
1075,634644,7,s1/t2,78.29580739543326
1076,635232,8,s1/t3,34.71463179108409
1077,635289,17,s2/t3,34.71463179108409
1078,635828,9,s1/t4,26.06788609095108
1079,635871,18,s2/t4,26.06788609095108
1080,636425,10,s1/t5,36.878487223464596
1081,636483,19,s2/t5,36.878487223464596
1082,636987,11,s1/t6,54.11125422733354
1083,637079,20,s2/t6,54.11125422733354
1084,637601,12,s1/t7,39.799610531310115
1085,637668,21,s2/t7,39.799610531310115
1086,638199,22,s2/t8,8.445732796841469
1087,638212,13,s1/t8,8.445732796841469
1088,638779,14,s1/t9,
1089,638790,23,s2/t9,
1090,638800,49,,
1091,641687,48,,
1092,641736,4,,
1093,641822,5,,
1094,645126,15,s2/t1,9.293418756208183
1095,645142,6,s1/t1,9.293418756208183
1096,645746,16,s2/t2,13.362763993017635
1097,645767,7,s1/t2,13.362763993017635
1098,646316,8,s1/t3,6.504506206662568
1099,646326,17,s2/t3,6.504506206662568
1100,646893,9,s1/t4,9.404976815293622
1101,646908,18,s2/t4,9.404976815293622
1102,647448,10,s1/t5,6.190566060273057
1103,647459,19,s2/t5,6.190566060273057
1104,648026,11,s1/t6,31.96896850686341
1105,648072,20,s2/t6,31.96896850686341
1106,648582,12,s1/t7,7.163803275778947
1107,648592,21,s2/t7,7.163803275778947
1108,649120,22,s2/t8,6.8547406271482325
1109,649131,13,s1/t8,6.8547406271482325
1110,649674,23,s2/t9,
1111,649685,14,s1/t9,
1112,649695,49,,
1113,652592,36,,
1114,660541,25,,
1115,660626,3,,
1116,661662,48,,
1117,661702,5,,
1118,661838,4,,
1119,665042,6,s1/t1,123.89879440604393
1120,665329,15,s2/t1,123.89879440604393
1121,665877,7,s1/t2,8.336738676278143
1122,665890,16,s2/t2,8.336738676278143
1123,666451,8,s1/t3,8.645100025064862
1124,666465,17,s2/t3,8.645100025064862
1125,667050,9,s1/t4,53.248762119616224
1126,667137,18,s2/t4,53.248762119616224
1127,667639,10,s1/t5,4.728964164888168
1128,667655,19,s2/t5,4.728964164888168
1129,668705,20,s2/t6,135.96723492723342
1130,668904,11,s1/t6,135.96723492723342
1131,669344,21,s2/t7,57.35396494058567
1132,669433,12,s1/t7,57.35396494058567
1133,669954,22,s2/t8,26.754872722269397
1134,669991,13,s1/t8,26.754872722269397
1135,670487,14,s1/t9,
1136,670576,23,s2/t9,
1137,670586,49,,
1138,673223,48,,
1139,673272,4,,
1140,673357,5,,
1141,676643,15,s2/t1,107.69212382330349
1142,676890,6,s1/t1,107.69212382330349
1143,677430,7,s1/t2,23.74809650196153
1144,677468,16,s2/t2,23.74809650196153
1145,678018,8,s1/t3,15.851958377783461
1146,678046,17,s2/t3,15.851958377783461
1147,678584,9,s1/t4,61.641246831187686
1148,678678,18,s2/t4,61.641246831187686
1149,679179,10,s1/t5,26.974128671623898
1150,679223,19,s2/t5,26.974128671623898
1151,679737,11,s1/t6,51.10886102144619
1152,679812,20,s2/t6,51.10886102144619
1153,680284,12,s1/t7,35.76428586750805
1154,680342,21,s2/t7,35.76428586750805
1155,680846,13,s1/t8,50.043145369798935
1156,680922,22,s2/t8,50.043145369798935
1157,681400,14,s1/t9,
1158,681469,23,s2/t9,
1159,681479,49,,
1160,684110,48,,
1161,684159,5,,
1162,684278,4,,
1163,687396,15,s2/t1,184.41890812321014
1164,688108,16,s2/t2,77.72452666519456
1165,688231,6,s1/t1,184.41890812321014
1166,688754,17,s2/t3,12.34393909379446
1167,688782,7,s1/t2,77.72452666519456
1168,689319,18,s2/t4,12.086598292288786
1169,689337,8,s1/t3,12.34393909379446
1170,689892,19,s2/t5,17.742439892634142
1171,689902,9,s1/t4,12.086598292288786
1172,690442,20,s2/t6,5.388789495004062
1173,690465,10,s1/t5,17.742439892634142
1174,691011,11,s1/t6,5.388789495004062
1175,691038,21,s2/t7,2.113066236351017
1176,691590,12,s1/t7,2.113066236351017
1177,691614,22,s2/t8,24.738395956293004
1178,692145,13,s1/t8,24.738395956293004
1179,692186,23,s2/t9,
1180,692715,14,s1/t9,
1181,692726,49,,
1182,695612,48,,
1183,695661,5,,
1184,695746,4,,
1185,699137,15,s2/t1,105.22724602129685
1186,699741,6,s1/t1,105.22724602129685
1187,699990,16,s2/t2,65.90621124568497
1188,700465,7,s1/t2,65.90621124568497
1189,700571,17,s2/t3,35.69838535011905
1190,701045,8,s1/t3,35.69838535011905
1191,701097,18,s2/t4,56.586205748242605
1192,701598,9,s1/t4,56.586205748242605
1193,701691,19,s2/t5,87.60375650515397
1194,702137,10,s1/t5,87.60375650515397
1195,702281,20,s2/t6,42.213900719092116
1196,702776,11,s1/t6,42.213900719092116
1197,702842,21,s2/t7,32.163871994838985
1198,703355,12,s1/t7,32.163871994838985
1199,703405,22,s2/t8,10.613024704310249
1200,703920,13,s1/t8,10.613024704310249
1201,703936,23,s2/t9,
1202,704494,14,s1/t9,
1203,704505,49,,
1204,707147,48,,
1205,707196,4,,
1206,707316,5,,
1207,710418,6,s1/t1,125.55269944115312
1208,710666,15,s2/t1,125.55269944115312
1209,711128,7,s1/t2,38.75819741491605
1210,711192,16,s2/t2,38.75819741491605
1211,711726,8,s1/t3,42.78055629139132
1212,711792,17,s2/t3,42.78055629139132
1213,712279,9,s1/t4,52.88660145543773
1214,712364,18,s2/t4,52.88660145543773
1215,712859,10,s1/t5,21.117493578545805
1216,712893,19,s2/t5,21.117493578545805
1217,713436,11,s1/t6,29.44705359952809
1218,713482,20,s2/t6,29.44705359952809
1219,714002,12,s1/t7,14.270402422275255
1220,714026,21,s2/t7,14.270402422275255
1221,714600,13,s1/t8,9.618141633822175
1222,714616,22,s2/t8,9.618141633822175
1223,715149,23,s2/t9,
1224,715181,14,s1/t9,
1225,715192,49,,
1226,717828,48,,
1227,717861,5,,
1228,717929,4,,
1229,721166,6,s1/t1,170.51897280716878
1230,721442,15,s2/t1,170.51897280716878
1231,721950,7,s1/t2,9.83754878779692
1232,721968,16,s2/t2,9.83754878779692
1233,722517,8,s1/t3,53.85767623127612
1234,722606,17,s2/t3,53.85767623127612
1235,723078,9,s1/t4,84.94504931734132
1236,723196,18,s2/t4,84.94504931734132
1237,723664,10,s1/t5,20.612917393304397
1238,723697,19,s2/t5,20.612917393304397
1239,724244,11,s1/t6,14.639089158258713
1240,724267,20,s2/t6,14.639089158258713
1241,724818,12,s1/t7,18.726927295166774
1242,724849,21,s2/t7,18.726927295166774
1243,725375,13,s1/t8,48.88793916487828
1244,725446,22,s2/t8,48.88793916487828
1245,725925,14,s1/t9,
1246,725968,23,s2/t9,
1247,725978,49,,
1248,728615,48,,
1249,728664,4,,
1250,728732,5,,
1251,732248,6,s1/t1,76.32996444681474
1252,732391,15,s2/t1,76.32996444681474
1253,732924,7,s1/t2,17.55696817511233
1254,732952,16,s2/t2,17.55696817511233
1255,733496,8,s1/t3,6.845903927852702
1256,733507,17,s2/t3,6.845903927852702
1257,734050,9,s1/t4,22.63715919045597
1258,734084,18,s2/t4,22.63715919045597
1259,734591,10,s1/t5,26.566793786901144
1260,734632,19,s2/t5,26.566793786901144
1261,735148,11,s1/t6,25.994559454847828
1262,735187,20,s2/t6,25.994559454847828
1263,735691,12,s1/t7,25.38683150050835
1264,735730,21,s2/t7,25.38683150050835
1265,736245,13,s1/t8,12.468577322625803
1266,736263,22,s2/t8,12.468577322625803
1267,736774,14,s1/t9,
1268,736812,23,s2/t9,
1269,736823,49,,
1270,739211,48,,
1271,739261,5,,
1272,739346,4,,
1273,742606,6,s1/t1,29.547616840337295
1274,742653,15,s2/t1,29.547616840337295
1275,743191,7,s1/t2,22.7437217246688
1276,743224,16,s2/t2,22.7437217246688
1277,743737,8,s1/t3,9.364483620928867
1278,743751,17,s2/t3,9.364483620928867
1279,744273,9,s1/t4,28.331574977435228
1280,744320,18,s2/t4,28.331574977435228
1281,744817,10,s1/t5,63.63190497627494
1282,744912,19,s2/t5,63.63190497627494
1283,745385,11,s1/t6,43.105086698423406
1284,745453,20,s2/t6,43.105086698423406
1285,745942,12,s1/t7,53.409095825882254
1286,746019,21,s2/t7,53.409095825882254
1287,746482,13,s1/t8,33.56482410451917
1288,746537,22,s2/t8,33.56482410451917
1289,747075,14,s1/t9,
1290,747133,23,s2/t9,
1291,747144,49,,
1292,750031,48,,
1293,750080,5,,
1294,750199,4,,
1295,753331,15,s2/t1,179.21431076815156
1296,753595,6,s1/t1,179.21431076815156
1297,754069,16,s2/t2,34.328964285921074
1298,754121,7,s1/t2,34.328964285921074
1299,754659,17,s2/t3,7.014985955740286
1300,754670,8,s1/t3,7.014985955740286
1301,755170,18,s2/t4,27.360364303044605
1302,755211,9,s1/t4,27.360364303044605
1303,755749,10,s1/t5,23.667614464258374
1304,755788,19,s2/t5,23.667614464258374
1305,756291,20,s2/t6,32.215232650588064
1306,756343,11,s1/t6,32.215232650588064
1307,756808,21,s2/t7,73.19550497046461
1308,756917,12,s1/t7,73.19550497046461
1309,757383,22,s2/t8,46.40526300100538
1310,757452,13,s1/t8,46.40526300100538
1311,757942,23,s2/t9,
1312,757993,14,s1/t9,
1313,758003,49,,
1314,760902,48,,
1315,760950,5,,
1316,761035,4,,
1317,764120,15,s2/t1,6.023543595064383
1318,764752,16,s2/t2,44.45218298522417
1319,764762,6,s1/t1,6.023543595064383
1320,765273,17,s2/t3,6.3850053519480525
1321,765337,7,s1/t2,44.45218298522417
1322,765869,18,s2/t4,7.0092895126904295
1323,765879,8,s1/t3,6.3850053519480525
1324,766403,9,s1/t4,7.0092895126904295
1325,766414,19,s2/t5,29.36744784400491
1326,766955,20,s2/t6,11.741897646362247
1327,766999,10,s1/t5,29.36744784400491
1328,767515,21,s2/t7,6.849516064091175
1329,767534,11,s1/t6,11.741897646362247
1330,768064,22,s2/t8,8.269493019405273
1331,768075,12,s1/t7,6.849516064091175
1332,768598,13,s1/t8,8.269493019405273
1333,768611,23,s2/t9,
1334,769155,14,s1/t9,
1335,769166,49,,
1336,772062,48,,
1337,772110,4,,
1338,772230,5,,
1339,775572,6,s1/t1,119.69107865831477
1340,775797,15,s2/t1,119.69107865831477
1341,776247,7,s1/t2,52.43090480272889
1342,776332,16,s2/t2,52.43090480272889
1343,776833,8,s1/t3,12.961668810558308
1344,776877,17,s2/t3,12.961668810558308
1345,777421,18,s2/t4,65.23511691019769
1346,777993,19,s2/t5,32.43860192996641
1347,778058,9,s1/t4,65.23511691019769
1348,778548,20,s2/t6,56.7873241896209
1349,778598,10,s1/t5,32.43860192996641
1350,779084,21,s2/t7,19.381238426449272
1351,779153,11,s1/t6,56.7873241896209
1352,779676,12,s1/t7,19.381238426449272
1353,779693,22,s2/t8,13.858662919094455
1354,780238,13,s1/t8,13.858662919094455
1355,780257,23,s2/t9,
1356,780763,14,s1/t9,
1357,780774,49,,
1358,783665,48,,
1359,783697,4,,
1360,783834,5,,
1361,786939,15,s2/t1,150.13509067660647
1362,787209,6,s1/t1,150.13509067660647
1363,787587,16,s2/t2,85.01996456656572
1364,787754,7,s1/t2,85.01996456656572
1365,788293,17,s2/t3,13.407406291256025
1366,788317,8,s1/t3,13.407406291256025
1367,788914,9,s1/t4,7.398963192467137
1368,788925,18,s2/t4,7.398963192467137
1369,789489,19,s2/t5,29.101768589525193
1370,789534,10,s1/t5,29.101768589525193
1371,790047,20,s2/t6,51.78993112912653
1372,790130,11,s1/t6,51.78993112912653
1373,790624,21,s2/t7,29.712804577898112
1374,790671,12,s1/t7,29.712804577898112
1375,791195,22,s2/t8,34.74465424313945
1376,791249,13,s1/t8,34.74465424313945
1377,791749,23,s2/t9,
1378,791804,14,s1/t9,
1379,791814,49,,
1380,794707,48,,
1381,794755,4,,
1382,794823,5,,
1383,798117,6,s1/t1,126.73782602100002
1384,798371,15,s2/t1,126.73782602100002
1385,798838,7,s1/t2,53.674069438515595
1386,798924,16,s2/t2,53.674069438515595
1387,799416,8,s1/t3,36.26791809892782
