,0,1,2
305,928343,7,102.76731604861665
306,928522,16,102.76731604861665
307,929111,8,18.862692022174144
308,929146,17,18.862692022174144
309,929803,9,7.1064075666913595
310,929816,18,7.1064075666913595
311,930445,19,16.313548431161877
312,930476,10,16.313548431161877
313,931114,11,5.749528828900509
314,931124,20,5.749528828900509
315,931773,21,5.424017525565205
316,931784,12,5.424017525565205
317,932450,13,6.007381058560384
318,932461,22,6.007381058560384
319,933070,14,
320,933086,23,
321,933097,49,
322,935743,48,
323,935792,5,
324,935877,4,
325,939008,15,93.1962794244709
326,939830,16,22.421831150588105
327,939841,6,93.1962794244709
328,940503,7,22.421831150588105
329,940585,17,38.41495348676551
330,941220,8,38.41495348676551
331,941290,18,47.46366347558876
332,941931,9,47.46366347558876
333,942018,19,44.09122681214353
334,942669,10,44.09122681214353
335,942739,20,23.077532938190757
336,943411,11,23.077532938190757
337,943449,21,13.799727440079607
338,944130,12,13.799727440079607
339,944152,22,20.29508130654591
340,944837,13,20.29508130654591
341,944888,23,
342,945565,14,
343,945575,49,
344,948474,48,
345,948522,5,
346,948607,4,
347,951850,6,26.023574615543453
348,951900,15,26.023574615543453
349,952476,7,60.8097182450246
350,952579,16,60.8097182450246
351,953118,8,42.69851551893578
352,953192,17,42.69851551893578
353,953804,9,7.204930958325519
354,953817,18,7.204930958325519
355,954472,19,19.197519321745204
356,954506,10,19.197519321745204
357,955109,20,39.554579839712744
358,955184,11,39.554579839712744
359,955792,21,25.702726263155625
360,955841,12,25.702726263155625
361,956471,22,281.92491596065634
362,957130,23,
363,957646,13,281.92491596065634
364,957855,14,
365,957866,49,
366,960248,48,
367,960297,5,
368,960365,4,
369,963473,6,146.57429399216778
370,963863,15,146.57429399216778
371,964430,7,44.5040721685167
372,964524,16,44.5040721685167
373,965193,8,6.173968460182209
374,965205,17,6.173968460182209
375,965908,9,9.650139245833827
376,965926,18,9.650139245833827
377,966563,10,24.58273038338126
378,966610,19,24.58273038338126
379,967254,11,18.517890016836105
380,967290,20,18.517890016836105
381,967949,12,5.84694338862667
382,967961,21,5.84694338862667
383,968647,13,5.296673386363153
384,968658,22,5.296673386363153
385,969330,23,
386,969352,14,
387,969362,49,
388,972005,48,
389,972054,4,
390,972191,5,
391,975784,15,105.85285489638034
392,976006,6,105.85285489638034
393,976540,16,31.84611858207154
394,976600,7,31.84611858207154
395,977210,8,5.586110955895009
396,977221,17,5.586110955895009
397,977893,18,5.4209241399532
398,977904,9,5.4209241399532
399,978544,10,10.032417828714188
400,978583,19,10.032417828714188
401,979922,11,37.818674026815216
402,979992,20,37.818674026815216
403,980603,12,28.82342799077017
404,980656,21,28.82342799077017
405,981253,13,38.139131044822165
406,981322,22,38.139131044822165
407,981913,14,
408,981969,23,
409,981979,49,
410,984616,48,
411,984665,5,
412,984733,4,
413,988117,15,173.5328548694422
414,988423,6,173.5328548694422
415,988817,16,132.11392663320706
416,989014,7,132.11392663320706
417,989436,17,75.74743293641403
418,989553,8,75.74743293641403
419,990074,18,18.15612272225451
420,990107,9,18.15612272225451
421,990726,19,16.07734907137754
422,990755,10,16.07734907137754
423,991388,20,6.396810949649478
424,991399,11,6.396810949649478
425,991986,12,54.68033690125651
426,992090,21,54.68033690125651
427,992668,13,29.370967950737707
428,992724,22,29.370967950737707
429,993346,14,
430,993397,23,
431,993407,49,
432,996049,48,
433,996098,4,
434,996217,5,
435,999675,15,40.846965252325276
436,999757,6,40.846965252325276
437,1000330,7,36.59438415023908
438,1000396,16,36.59438415023908
439,1001006,8,18.83165318700304
440,1001042,17,18.83165318700304
441,1001668,9,33.696489154881874
442,1001727,18,33.696489154881874
443,1002312,10,28.619425072932472
444,1002361,19,28.619425072932472
445,1002981,20,5.609646915428442
446,1002992,11,5.609646915428442
447,1003615,12,19.407524338158538
448,1003649,21,19.407524338158538
449,1004276,22,21.095656150886356
450,1004320,13,21.095656150886356
451,1004960,14,
452,1005013,23,
453,1005023,49,
454,1007653,48,
455,1007702,5,
456,1007770,4,
457,1011511,6,17.341950115469444
458,1011541,15,17.341950115469444
459,1012145,7,39.994472155222866
460,1012223,16,39.994472155222866
461,1012848,8,16.73155517632
462,1012878,17,16.73155517632
463,1013511,9,17.254340496085092
464,1013542,18,17.254340496085092
465,1014150,10,40.74863673270073
466,1014231,19,40.74863673270073
467,1014866,11,21.05571843096081
468,1014904,20,21.05571843096081
469,1015515,12,19.136000880743666
470,1015550,21,19.136000880743666
471,1016171,13,22.055752907425727
472,1016212,22,22.055752907425727
473,1016840,14,
474,1016877,23,
475,1016887,49,
476,1019274,48,
477,1019323,4,
478,1019459,5,
479,1022915,15,7.465660138605244
480,1022929,6,7.465660138605244
481,1023583,7,15.67219657149991
482,1023612,16,15.67219657149991
483,1024230,8,28.464381333321057
484,1024280,17,28.464381333321057
485,1024885,9,16.38048806177369
486,1024916,18,16.38048806177369
487,1025524,10,38.05244171016537
488,1025592,19,38.05244171016537
489,1026173,11,37.672438362539935
490,1026243,20,37.672438362539935
491,1026896,12,7.78782061536819
492,1026910,21,7.78782061536819
493,1027569,22,5.790968828444676
494,1027580,13,5.790968828444676
495,1028216,23,
496,1028263,14,
497,1028273,49,
498,1030912,48,
499,1030961,4,
500,1031029,5,
501,1034432,6,88.65852467869115
502,1034641,15,88.65852467869115
503,1035248,16,17.48537372068884
504,1035280,7,17.48537372068884
505,1035911,17,12.598563647087389
506,1035936,8,12.598563647087389
507,1036615,18,13.182992911008455
508,1036639,9,13.182992911008455
509,1037306,19,5.455873745551486
510,1037316,10,5.455873745551486
511,1037936,20,37.1893556309285
512,1038002,11,37.1893556309285
513,1038556,21,43.4105228419173
514,1038637,12,43.4105228419173
515,1039247,22,34.42274768325086
516,1039309,13,34.42274768325086
517,1039898,23,
518,1039950,14,
519,1039960,49,
520,1042601,48,
521,1042650,4,
522,1042787,5,
523,1045906,15,176.39832038965682
524,1046284,6,176.39832038965682
525,1046647,16,78.17808371914307
526,1046802,7,78.17808371914307
527,1047359,17,20.82739023430915
528,1047398,8,20.82739023430915
529,1048046,18,22.931310316702877
530,1048092,9,22.931310316702877
531,1048709,10,33.053515855650176
532,1048769,19,33.053515855650176
533,1049397,11,10.287545613064196
534,1049417,20,10.287545613064196
535,1050072,12,15.214226693626529
536,1050101,21,15.214226693626529
537,1050714,13,39.153949521693335
538,1050786,22,39.153949521693335
539,1051437,14,
540,1051447,23,
541,1051458,49,
542,1054359,48,
543,1054408,5,
544,1054527,4,
545,1057999,15,148.92468872544993
546,1058226,6,148.92468872544993
547,1058724,16,28.433426810744947
548,1058776,7,28.433426810744947
549,1059414,17,11.735565267075373
550,1059435,8,11.735565267075373
551,1060067,9,22.818736694515252
552,1060110,18,22.818736694515252
553,1060749,10,21.61983135441801
554,1060787,19,21.61983135441801
555,1061385,11,48.56178981755818
556,1061476,20,48.56178981755818
557,1062062,12,58.073817072045244
558,1062181,21,58.073817072045244
559,1062800,13,19.071810853425717
560,1062835,22,19.071810853425717
561,1063460,14,
562,1063501,23,
563,1063511,49,
564,1079118,24,
565,1079202,3,
566,1080237,48,
567,1080277,5,
568,1080363,4,
569,1083584,15,5.539732007648752
570,1084254,6,5.539732007648752
571,1084265,16,11.727337886931139
572,1084899,7,11.727337886931139
573,1084921,17,16.10521752656848
574,1085539,18,19.780437284784966
575,1085567,8,16.10521752656848
576,1086152,19,36.668561908288495
577,1086185,9,19.780437284784966
578,1086743,20,31.707218082503857
579,1086803,10,36.668561908288495
580,1087351,21,50.917164510483644
581,1087405,11,31.707218082503857
582,1087940,22,39.44041648300595
583,1088023,12,50.917164510483644
584,1088555,23,
585,1088622,13,39.44041648300595
586,1089180,14,
587,1089191,49,
588,1091576,48,
589,1091625,4,
590,1091711,5,
591,1094897,15,20.04795552780905
592,1094928,6,20.04795552780905
593,1095480,7,10.465807550451927
594,1095499,16,10.465807550451927
595,1096090,17,21.788478933803646
596,1096125,8,21.788478933803646
597,1096687,18,18.24390182709979
598,1096716,9,18.24390182709979
599,1097267,19,19.496348794655034
600,1097300,10,19.496348794655034
601,1097856,20,30.389764362989666
602,1097906,11,30.389764362989666
603,1098434,21,38.05397372232272
604,1098499,12,38.05397372232272
605,1099034,22,49.11501529850506
606,1099110,13,49.11501529850506
607,1099592,23,
608,1099673,14,
609,1099684,49,
610,1102584,48,
611,1102632,5,
612,1102700,4,
613,1105962,6,78.94892261767711
614,1106092,15,78.94892261767711
615,1106662,7,14.258050942034885
616,1106685,16,14.258050942034885
617,1107257,17,39.95311620726227
618,1107324,8,39.95311620726227
619,1107849,9,6.559867759520472
620,1107859,18,6.559867759520472
621,1108432,19,25.7051365207584
622,1108474,10,25.7051365207584
623,1109016,20,15.665865399045856
624,1109041,11,15.665865399045856
625,1109587,21,31.225037533678005
626,1109636,12,31.225037533678005
627,1110156,22,6.466634401137327
628,1110167,13,6.466634401137327
629,1110737,23,
630,1110768,14,
631,1110779,49,
632,1113676,48,
633,1113724,5,
634,1113843,4,
635,1117895,15,127.36420366966819
636,1118085,6,127.36420366966819
637,1118520,16,67.67207267558155
638,1118623,7,67.67207267558155
639,1119092,17,57.288430757147566
640,1119167,8,57.288430757147566
641,1119642,9,5.662887225033899
642,1119653,18,5.662887225033899
643,1120213,19,59.405741936854156
644,1120302,10,59.405741936854156
645,1120842,11,6.613738991688479
646,1120853,20,6.613738991688479
647,1121410,12,13.273262639541883
648,1121431,21,13.273262639541883
649,1122000,13,13.395167906003252
650,1122020,22,13.395167906003252
651,1122553,14,
652,1122574,23,
653,1122585,49,
654,1125228,48,
655,1125277,5,
656,1125345,4,
657,1128948,6,170.57895831581524
658,1129238,15,170.57895831581524
659,1129789,16,23.282516784755757
660,1129828,7,23.282516784755757
661,1130393,17,8.784402333469274
662,1130407,8,8.784402333469274
663,1130971,18,36.58711863294414
664,1131031,9,36.58711863294414
665,1131566,19,15.985115288971087
666,1131593,10,15.985115288971087
667,1132166,20,23.151678129751247
668,1132204,11,23.151678129751247
669,1132752,21,7.680669600032189
670,1132764,12,7.680669600032189
671,1133316,22,9.573419133199195
672,1133331,13,9.573419133199195
673,1133887,23,
674,1133907,14,
675,1133917,49,
676,1136303,48,
677,1136351,4,
678,1136437,5,
679,1139671,6,107.40806258633087
680,1139941,15,107.40806258633087
681,1140500,16,49.50153507703175
682,1140577,7,49.50153507703175
683,1141058,17,47.99720752498584
684,1141138,8,47.99720752498584
685,1141622,18,79.67986476537456
686,1141736,9,79.67986476537456
687,1142164,19,56.08392655216508
688,1142249,10,56.08392655216508
689,1142746,20,28.67597833489984
690,1142793,11,28.67597833489984
691,1143323,21,40.04655855163381
692,1143382,12,40.04655855163381
693,1143882,22,22.738007654088392
694,1143915,13,22.738007654088392
695,1144381,23,
696,1144448,14,
697,1144458,49,
698,1147104,48,
699,1147152,5,
700,1147272,4,
701,1150771,15,38.936914028829165
702,1150835,6,38.936914028829165
703,1151360,16,18.53345131993032
704,1151389,7,18.53345131993032
705,1151913,17,31.172374920616562
706,1151957,8,31.172374920616562
707,1152419,18,19.159784335449103
708,1152447,9,19.159784335449103
709,1152934,19,22.393686563877935
710,1152967,10,22.393686563877935
711,1153459,20,28.653104688651354
712,1153501,11,28.653104688651354
713,1153984,21,8.9199090061621
714,1153997,12,8.9199090061621
715,1154505,13,8.235163658980582
716,1154516,22,8.235163658980582
717,1154972,23,
718,1155037,14,
719,1155047,49,
720,1157685,48,
721,1157733,5,
722,1157870,4,
723,1161136,15,132.23257231300786
724,1161418,6,132.23257231300786
725,1161653,16,159.21174487423045
726,1161864,7,159.21174487423045
727,1162147,17,131.325719562476
728,1162340,8,131.325719562476
729,1162645,18,174.0819604350868
730,1162867,9,174.0819604350868
731,1163169,19,105.05723685862823
732,1163297,10,105.05723685862823
733,1163661,20,17.67263113087526
734,1163734,11,17.67263113087526
735,1164188,21,332.4317508217923
736,1164727,22,217.42247615124393
737,1165233,12,332.4317508217923
738,1165272,23,
739,1165777,13,217.42247615124393
740,1166430,14,
741,1166440,49,
742,1168828,48,
743,1168877,4,
744,1168996,5,
745,1172606,6,22.287455353250095
746,1173149,15,22.287455353250095
747,1173565,7,98.25481763486513
748,1173729,16,98.25481763486513
749,1174249,8,48.48412146300333
750,1174330,17,48.48412146300333
751,1174821,9,60.22408635225537
752,1174926,18,60.22408635225537
753,1175491,10,35.27407617541181
754,1175550,19,35.27407617541181
755,1176104,11,33.9798484825389
756,1176159,20,33.9798484825389
757,1176712,12,14.640685142494647
758,1176736,21,14.640685142494647
759,1177288,13,33.352485783653606
760,1177343,22,33.352485783653606
761,1177877,14,
762,1177941,23,
763,1177951,49,
764,1180329,48,
765,1180378,5,
766,1180497,4,
767,1183919,6,166.8698718556181
768,1184314,15,166.8698718556181
769,1184771,7,49.44872395320601
770,1184856,16,49.44872395320601
771,1185380,17,6.163622964474968
772,1185390,8,6.163622964474968
773,1185930,18,47.996346886541176
774,1185999,9,47.996346886541176
775,1186505,19,10.28348619227782
776,1186522,10,10.28348619227782
777,1187054,20,25.357831701211268
778,1187093,11,25.357831701211268
779,1187586,21,37.07415033784585
780,1187644,12,37.07415033784585
781,1188153,22,31.066369063626695
782,1188200,13,31.066369063626695
783,1188712,23,
784,1188744,14,
785,1188755,49,
786,1191387,48,
787,1191436,4,
788,1191573,5,
789,1195051,15,7.024759496499229
790,1195061,6,7.024759496499229
791,1195587,16,48.397112961325234
792,1195662,7,48.397112961325234
793,1196143,17,6.96128158979073
794,1196154,8,6.96128158979073
795,1196685,18,11.331492993362133
796,1196701,9,11.331492993362133
797,1197206,19,37.517098749348634
798,1197262,10,37.517098749348634
799,1197746,20,7.116752038156193
800,1197756,11,7.116752038156193
801,1198237,12,23.800260800091053
802,1198271,21,23.800260800091053
803,1198776,13,9.864565071922499
804,1198790,22,9.864565071922499
805,1199286,14,
806,1199297,23,
807,1199307,49,
808,1201694,48,
809,1201743,5,
810,1201815,4,
811,1205416,15,68.03589019283373
812,1205769,6,68.03589019283373
813,1205979,16,177.06667238164707
814,1206203,7,177.06667238164707
815,1206490,17,120.3585244363151
816,1206659,8,120.3585244363151
817,1206912,9,170.59414309153283
818,1207001,18,170.59414309153283
819,1207099,10,11.714847067217306
820,1207522,19,11.714847067217306
821,1207536,11,6.593881180831943
822,1208109,12,36.234619519771286
823,1208120,20,6.593881180831943
824,1208624,13,34.59557164610328
825,1208676,21,36.234619519771286
826,1209179,14,
827,1209232,22,34.59557164610328
828,1209773,23,
829,1209783,49,
830,1212172,48,
831,1212220,4,
832,1212340,5,
833,1216054,6,13.816799279953216
834,1216640,15,13.816799279953216
835,1217204,16,23.447754754713657
836,1217244,7,23.447754754713657
837,1217808,8,6.738282273303014
838,1217818,17,6.738282273303014
839,1218377,18,6.718057419024603
840,1218388,9,6.718057419024603
841,1218933,19,18.975043760548488
842,1218963,10,18.975043760548488
843,1219480,11,8.966867741064789
844,1219494,20,8.966867741064789
845,1220061,12,11.776442175163595
846,1220080,21,11.776442175163595
847,1220641,13,6.5037841200493745
848,1220651,22,6.5037841200493745
849,1221194,14,
850,1221229,23,
851,1221239,49,
852,1223878,48,
853,1223927,4,
854,1224012,5,
855,1227565,15,111.98780964040094
856,1227718,6,111.98780964040094
857,1228192,16,11.093238772413429
858,1228209,7,11.093238772413429
859,1228750,17,14.91487864404749
860,1228770,8,14.91487864404749
861,1229259,9,23.391868914221533
862,1229296,18,23.391868914221533
863,1229799,19,13.274643753001499
864,1229819,10,13.274643753001499
865,1230355,20,8.727075877089987
866,1230368,11,8.727075877089987
867,1230871,21,25.317914580570516
868,1230907,12,25.317914580570516
869,1231415,13,7.037110602899219
870,1231426,22,7.037110602899219
871,1231951,14,
872,1231974,23,
873,1231984,49,
874,1234372,48,
875,1234421,5,
876,1234490,4,
877,1238026,15,22.548922222852667
878,1238061,6,22.548922222852667
879,1238585,16,7.272229388136509
880,1238596,7,7.272229388136509
881,1239102,17,25.80099552928189
882,1239138,8,25.80099552928189
883,1239603,18,15.117248588463667
884,1239625,9,15.117248588463667
885,1240136,19,29.282070059110936
886,1240177,10,29.282070059110936
887,1240650,20,27.72495988913866
888,1240690,11,27.72495988913866
889,1241179,21,29.134707182480213
890,1241220,12,29.134707182480213
891,1241684,22,31.716811109384366
892,1241729,13,31.716811109384366
893,1242184,14,
894,1242205,23,
895,1242215,49,
896,1245107,48,
897,1245155,4,
898,1245292,5,
899,1249104,6,7.105994471251165
900,1249115,15,7.105994471251165
901,1249628,16,7.173298710651579
902,1249639,7,7.173298710651579
903,1250132,17,23.167404815158676
904,1250165,8,23.167404815158676
905,1250625,18,39.70769668786181
906,1250676,9,39.70769668786181
907,1251128,19,7.679485203414345
908,1251139,10,7.679485203414345
909,1251621,20,7.855181958953608
910,1251631,11,7.855181958953608
911,1252102,21,7.566691342779819
912,1252112,12,7.566691342779819
913,1252545,22,53.351465663912165
914,1252613,13,53.351465663912165
915,1253039,23,
916,1253067,14,
917,1253077,49,
918,1255464,48,
919,1255513,5,
920,1255599,4,
921,1259400,15,179.7176276980409
922,1259656,6,179.7176276980409
923,1259911,16,112.60824787335142
924,1260074,7,112.60824787335142
925,1260431,17,60.530582771240546
926,1260521,8,60.530582771240546
927,1260950,9,10.99627851056212
928,1260966,18,10.99627851056212
929,1261477,10,7.20098181545012
930,1261488,19,7.20098181545012
931,1262004,11,7.526465426824473
932,1262014,20,7.526465426824473
933,1262516,21,14.477059013171129
934,1262537,12,14.477059013171129
935,1263009,13,8.147414682925302
936,1263021,22,8.147414682925302
937,1263535,14,
938,1263545,23,
939,1263555,49,
940,1266455,48,
941,1266503,4,
942,1266588,5,
943,1270042,15,68.50570151894972
944,1270124,6,68.50570151894972
945,1270554,7,13.308511961287053
946,1270573,16,13.308511961287053
947,1271039,17,20.69822083480321
948,1271067,8,20.69822083480321
949,1271544,9,9.779430472648983
950,1271557,18,9.779430472648983
951,1272031,19,8.531406664700654
952,1272042,10,8.531406664700654
953,1272518,11,7.81701034435244
954,1272529,20,7.81701034435244
955,1273003,12,7.856771633685128
956,1273013,21,7.856771633685128
957,1273482,13,8.717515895246805
958,1273494,22,8.717515895246805
959,1273973,14,
960,1273991,23,
961,1274002,49,
962,1276898,48,
963,1276946,5,
964,1277083,4,
965,1280846,15,77.22871465659176
966,1280965,6,77.22871465659176
967,1281376,7,17.626319512270555
968,1281400,16,17.626319512270555
969,1281863,8,20.600844658872234
970,1281890,17,20.600844658872234
971,1282346,9,7.787371870516779
972,1282356,18,7.787371870516779
973,1282839,19,7.865725524004517
974,1282849,10,7.865725524004517
975,1283319,20,15.733831946104232
976,1283340,11,15.733831946104232
977,1283807,21,7.74913114351898
978,1283818,12,7.74913114351898
979,1284294,22,7.698619514351037
980,1284304,13,7.698619514351037
981,1284730,14,
982,1284781,23,
983,1284792,49,
984,1287683,48,
985,1287731,4,
986,1287868,5,
987,1291410,6,17.113831796205062
988,1291433,15,17.113831796205062
989,1291905,7,33.26282518719077
990,1291949,16,33.26282518719077
991,1292386,8,41.35666787807463
992,1292441,17,41.35666787807463
993,1292861,9,40.33371386980923
994,1292914,18,40.33371386980923
995,1293336,10,57.89837376860859
996,1293414,19,57.89837376860859
997,1293820,11,16.775129336062832
998,1293844,20,16.775129336062832
999,1294316,21,8.060732130537502
1000,1294327,12,8.060732130537502
1001,1294784,22,7.607791747620354
1002,1294794,13,7.607791747620354
1003,1295253,23,
1004,1295287,14,
1005,1295298,49,
1006,1297939,48,
1007,1297987,5,
1008,1298055,4,
1009,1301637,6,107.66440157773695
1010,1302000,15,107.66440157773695
1011,1302432,7,67.64807573952241
1012,1302517,16,67.64807573952241
1013,1302970,17,7.625388907684936
1014,1302980,8,7.625388907684936
1015,1303471,18,7.5988216154421195
1016,1303481,9,7.5988216154421195
1017,1303970,19,7.666188642320634
1018,1303981,10,7.666188642320634
1019,1304463,20,7.946380558649906
1020,1304474,11,7.946380558649906
1021,1304963,12,7.690878358129794
1022,1304973,21,7.690878358129794
1023,1305436,13,20.192984838103797
1024,1305462,22,20.192984838103797
