,index,sample,eventcode,eventname
1335,1653,1608762,7,s1/t2
1336,1654,1609257,17,s2/t3
1337,1655,1609268,8,s1/t3
1338,1656,1609746,9,s1/t4
1339,1657,1609758,18,s2/t4
1340,1658,1610223,19,s2/t5
1341,1659,1610247,10,s1/t5
1342,1660,1610705,11,s1/t6
1343,1661,1610717,20,s2/t6
1344,1662,1611161,12,s1/t7
1345,1663,1611202,21,s2/t7
1346,1664,1611656,13,s1/t8
1347,1665,1611687,22,s2/t8
1348,1666,1612102,14,s1/t9
1349,1667,1612185,23,s2/t9
1350,1675,1810919,15,s2/t1
1351,1676,1811526,16,s2/t2
1352,1677,1811677,6,s1/t1
1353,1678,1812132,17,s2/t3
1354,1679,1812143,7,s1/t2
1355,1680,1812627,8,s1/t3
1356,1681,1812683,18,s2/t4
1357,1682,1813147,9,s1/t4
1358,1683,1813177,19,s2/t5
1359,1684,1813653,10,s1/t5
1360,1685,1813665,20,s2/t6
1361,1686,1814130,21,s2/t7
1362,1687,1814152,11,s1/t6
1363,1688,1814590,22,s2/t8
1364,1689,1814601,12,s1/t7
1365,1690,1815047,23,s2/t9
1366,1691,1815088,13,s1/t8
1367,1692,1815529,14,s1/t9
1368,1697,1821304,6,s1/t1
1369,1698,1821333,15,s2/t1
1370,1699,1821763,7,s1/t2
1371,1700,1821861,16,s2/t2
1372,1701,1822266,8,s1/t3
1373,1702,1822339,17,s2/t3
1374,1703,1822769,9,s1/t4
1375,1704,1822830,18,s2/t4
1376,1705,1823229,10,s1/t5
1377,1706,1823315,19,s2/t5
1378,1707,1823714,11,s1/t6
1379,1708,1823780,20,s2/t6
1380,1709,1824216,12,s1/t7
1381,1710,1824244,21,s2/t7
1382,1711,1824664,13,s1/t8
1383,1712,1824705,22,s2/t8
1384,1713,1825108,14,s1/t9
1385,1714,1825188,23,s2/t9
1386,1719,1831353,15,s2/t1
1387,1720,1831400,6,s1/t1
1388,1721,1831843,7,s1/t2
1389,1722,1831878,16,s2/t2
1390,1723,1832323,8,s1/t3
1391,1724,1832370,17,s2/t3
1392,1725,1832818,9,s1/t4
1393,1726,1832839,18,s2/t4
1394,1727,1833307,10,s1/t5
1395,1728,1833357,19,s2/t5
1396,1729,1833793,20,s2/t6
1397,1730,1833804,11,s1/t6
1398,1731,1834251,12,s1/t7
1399,1732,1834294,21,s2/t7
1400,1733,1834714,13,s1/t8
1401,1734,1834728,22,s2/t8
1402,1735,1835192,23,s2/t9
1403,1736,1835223,14,s1/t9
1404,1741,1841625,6,s1/t1
1405,1742,1841903,15,s2/t1
1406,1743,1842386,7,s1/t2
1407,1744,1842502,16,s2/t2
1408,1745,1842983,8,s1/t3
1409,1746,1843058,17,s2/t3
1410,1747,1843486,9,s1/t4
1411,1748,1843607,18,s2/t4
1412,1749,1844103,19,s2/t5
1413,1750,1844117,10,s1/t5
1414,1751,1844612,11,s1/t6
1415,1752,1844677,20,s2/t6
1416,1753,1845193,12,s1/t7
1417,1754,1845218,21,s2/t7
1418,1755,1845693,13,s1/t8
1419,1756,1845749,22,s2/t8
1420,1757,1846219,14,s1/t9
1421,1758,1846266,23,s2/t9
1422,1763,1852287,6,s1/t1
1423,1764,1852557,15,s2/t1
1424,1765,1852999,7,s1/t2
1425,1766,1853130,16,s2/t2
1426,1767,1853534,8,s1/t3
1427,1768,1853664,17,s2/t3
1428,1769,1854147,9,s1/t4
1429,1770,1854200,18,s2/t4
1430,1771,1854710,10,s1/t5
1431,1772,1854734,19,s2/t5
1432,1773,1855264,20,s2/t6
1433,1774,1855298,11,s1/t6
1434,1775,1855783,12,s1/t7
1435,1776,1855828,21,s2/t7
1436,1777,1856296,13,s1/t8
1437,1778,1856352,22,s2/t8
1438,1779,1856819,14,s1/t9
1439,1780,1856886,23,s2/t9
1440,1785,1863278,15,s2/t1
1441,1786,1863340,6,s1/t1
1442,1787,1863802,7,s1/t2
1443,1788,1863832,16,s2/t2
1444,1789,1864277,8,s1/t3
1445,1790,1864318,17,s2/t3
1446,1791,1864787,9,s1/t4
1447,1792,1864802,18,s2/t4
1448,1793,1865273,19,s2/t5
1449,1794,1865283,10,s1/t5
1450,1795,1865763,11,s1/t6
1451,1796,1865777,20,s2/t6
1452,1797,1866216,12,s1/t7
1453,1798,1866260,21,s2/t7
1454,1799,1866689,13,s1/t8
1455,1800,1866743,22,s2/t8
1456,1801,1867151,14,s1/t9
1457,1802,1867218,23,s2/t9
1458,1807,1873211,6,s1/t1
1459,1808,1873469,15,s2/t1
1460,1809,1873912,7,s1/t2
1461,1810,1874071,16,s2/t2
1462,1811,1874545,8,s1/t3
1463,1812,1874638,17,s2/t3
1464,1813,1875138,9,s1/t4
1465,1814,1875226,18,s2/t4
1466,1815,1875677,10,s1/t5
1467,1816,1875752,19,s2/t5
1468,1817,1876203,11,s1/t6
1469,1818,1876244,20,s2/t6
1470,1819,1876709,12,s1/t7
1471,1820,1876720,21,s2/t7
1472,1821,1877204,13,s1/t8
1473,1822,1877239,22,s2/t8
1474,1823,1877696,14,s1/t9
1475,1824,1877729,23,s2/t9
1476,1829,1883655,6,s1/t1
1477,1830,1883858,15,s2/t1
1478,1831,1884736,7,s1/t2
1479,1832,1884752,16,s2/t2
1480,1833,1885225,8,s1/t3
1481,1834,1885239,17,s2/t3
1482,1835,1885715,18,s2/t4
1483,1836,1885726,9,s1/t4
1484,1837,1886195,10,s1/t5
1485,1838,1886229,19,s2/t5
1486,1839,1886672,11,s1/t6
1487,1840,1886717,20,s2/t6
1488,1841,1887194,21,s2/t7
1489,1842,1887204,12,s1/t7
1490,1843,1887659,13,s1/t8
1491,1844,1887708,22,s2/t8
1492,1845,1888152,14,s1/t9
1493,1846,1888186,23,s2/t9
1494,1851,1893870,6,s1/t1
1495,1852,1894012,15,s2/t1
1496,1853,1894451,7,s1/t2
1497,1854,1894468,16,s2/t2
1498,1855,1894931,8,s1/t3
1499,1856,1894964,17,s2/t3
1500,1857,1895420,9,s1/t4
1501,1858,1895431,18,s2/t4
1502,1859,1895876,10,s1/t5
1503,1860,1895909,19,s2/t5
1504,1861,1896329,11,s1/t6
1505,1862,1896365,20,s2/t6
1506,1863,1896818,21,s2/t7
1507,1864,1896834,12,s1/t7
1508,1865,1897283,13,s1/t8
1509,1866,1897302,22,s2/t8
1510,1867,1897758,14,s1/t9
1511,1868,1897782,23,s2/t9
1512,1873,1904009,6,s1/t1
1513,1874,1904104,15,s2/t1
1514,1875,1904512,7,s1/t2
1515,1876,1904594,16,s2/t2
1516,1877,1905021,8,s1/t3
1517,1878,1905120,17,s2/t3
1518,1879,1905498,9,s1/t4
1519,1880,1905614,18,s2/t4
1520,1881,1905990,10,s1/t5
1521,1882,1906070,19,s2/t5
1522,1883,1906516,11,s1/t6
1523,1884,1906551,20,s2/t6
1524,1885,1906955,12,s1/t7
1525,1886,1907017,21,s2/t7
1526,1887,1907402,13,s1/t8
1527,1888,1907462,22,s2/t8
1528,1889,1907886,14,s1/t9
1529,1890,1907912,23,s2/t9
1530,1895,1914318,6,s1/t1
1531,1896,1914426,15,s2/t1
1532,1897,1914817,7,s1/t2
1533,1898,1914914,16,s2/t2
1534,1899,1915286,8,s1/t3
1535,1900,1915416,17,s2/t3
1536,1901,1915797,9,s1/t4
1537,1902,1915899,18,s2/t4
1538,1903,1916328,10,s1/t5
1539,1904,1916369,19,s2/t5
1540,1905,1916808,11,s1/t6
1541,1906,1916848,20,s2/t6
1542,1907,1917276,12,s1/t7
1543,1908,1917309,21,s2/t7
1544,1909,1917743,13,s1/t8
1545,1910,1917809,22,s2/t8
1546,1911,1918189,14,s1/t9
1547,1912,1918258,23,s2/t9
1548,1917,1924538,6,s1/t1
1549,1918,1925004,15,s2/t1
1550,1919,1925457,7,s1/t2
1551,1920,1925510,16,s2/t2
1552,1921,1925989,8,s1/t3
1553,1922,1926000,17,s2/t3
1554,1923,1926478,9,s1/t4
1555,1924,1926525,18,s2/t4
1556,1925,1926956,10,s1/t5
1557,1926,1927019,19,s2/t5
1558,1927,1927455,11,s1/t6
1559,1928,1927486,20,s2/t6
1560,1929,1927938,21,s2/t7
1561,1930,1927961,12,s1/t7
1562,1931,1928413,22,s2/t8
1563,1932,1928434,13,s1/t8
1564,1933,1928899,23,s2/t9
1565,1934,1928929,14,s1/t9
1566,1939,1935143,15,s2/t1
1567,1940,1935360,6,s1/t1
1568,1941,1935627,16,s2/t2
1569,1942,1935712,7,s1/t2
1570,1943,1936111,17,s2/t3
1571,1944,1936158,8,s1/t3
1572,1945,1936587,18,s2/t4
1573,1946,1936616,9,s1/t4
1574,1947,1937046,10,s1/t5
1575,1948,1937065,19,s2/t5
1576,1949,1937524,11,s1/t6
1577,1950,1937534,20,s2/t6
1578,1951,1937982,12,s1/t7
1579,1952,1938023,21,s2/t7
1580,1953,1938449,13,s1/t8
1581,1954,1938497,22,s2/t8
1582,1955,1938909,14,s1/t9
1583,1956,1938965,23,s2/t9
1584,1961,1945203,6,s1/t1
1585,1962,1945536,15,s2/t1
1586,1963,1945952,7,s1/t2
1587,1964,1946025,16,s2/t2
1588,1965,1946441,8,s1/t3
1589,1966,1946540,17,s2/t3
1590,1967,1947002,9,s1/t4
1591,1968,1947013,18,s2/t4
1592,1969,1947494,10,s1/t5
1593,1970,1947504,19,s2/t5
1594,1971,1948002,11,s1/t6
1595,1972,1948013,20,s2/t6
1596,1973,1948469,12,s1/t7
1597,1974,1948511,21,s2/t7
1598,1975,1948956,13,s1/t8
1599,1976,1948972,22,s2/t8
1600,1977,1949443,14,s1/t9
1601,1978,1949457,23,s2/t9
1602,1983,1955661,6,s1/t1
1603,1984,1956052,15,s2/t1
1604,1985,1956504,7,s1/t2
1605,1986,1956526,16,s2/t2
1606,1987,1957003,17,s2/t3
1607,1988,1957013,8,s1/t3
1608,1989,1957482,9,s1/t4
1609,1990,1957496,18,s2/t4
1610,1991,1958344,10,s1/t5
1611,1992,1958439,19,s2/t5
1612,1993,1958859,11,s1/t6
1613,1994,1958893,20,s2/t6
1614,1995,1959341,12,s1/t7
1615,1996,1959359,21,s2/t7
1616,1997,1959821,22,s2/t8
1617,1998,1959831,13,s1/t8
1618,1999,1960275,23,s2/t9
1619,2000,1960287,14,s1/t9
1620,2005,1966647,6,s1/t1
1621,2006,1966694,15,s2/t1
1622,2007,1967177,16,s2/t2
1623,2008,1967188,7,s1/t2
1624,2009,1967666,8,s1/t3
1625,2010,1967688,17,s2/t3
1626,2011,1968152,9,s1/t4
1627,2012,1968163,18,s2/t4
1628,2013,1968619,19,s2/t5
1629,2014,1968630,10,s1/t5
1630,2015,1969074,20,s2/t6
1631,2016,1969107,11,s1/t6
1632,2017,1969544,21,s2/t7
1633,2018,1969590,12,s1/t7
1634,2019,1970002,22,s2/t8
1635,2020,1970016,13,s1/t8
1636,2021,1970475,14,s1/t9
1637,2022,1970486,23,s2/t9
1638,2027,1976988,6,s1/t1
1639,2028,1977257,15,s2/t1
1640,2029,1977734,7,s1/t2
1641,2030,1977796,16,s2/t2
1642,2031,1978249,8,s1/t3
1643,2032,1978301,17,s2/t3
1644,2033,1978751,9,s1/t4
1645,2034,1978807,18,s2/t4
1646,2035,1979231,10,s1/t5
1647,2036,1979317,19,s2/t5
1648,2037,1979744,11,s1/t6
1649,2038,1979787,20,s2/t6
1650,2039,1980237,12,s1/t7
1651,2040,1980292,21,s2/t7
1652,2041,1980731,13,s1/t8
1653,2042,1980757,22,s2/t8
1654,2043,1981235,14,s1/t9
1655,2044,1981245,23,s2/t9
1656,2049,1988003,6,s1/t1
1657,2050,1988355,15,s2/t1
1658,2051,1988766,7,s1/t2
1659,2052,1988807,16,s2/t2
1660,2053,1989635,8,s1/t3
1661,2054,1989794,17,s2/t3
1662,2055,1990227,9,s1/t4
1663,2056,1990257,18,s2/t4
1664,2057,1990677,10,s1/t5
1665,2058,1990721,19,s2/t5
1666,2059,1991163,11,s1/t6
1667,2060,1991185,20,s2/t6
1668,2061,1991610,12,s1/t7
1669,2062,1991626,21,s2/t7
1670,2063,1992066,22,s2/t8
1671,2064,1992077,13,s1/t8
1672,2065,1992498,23,s2/t9
1673,2066,1992549,14,s1/t9
1674,2071,1998781,6,s1/t1
1675,2072,1999041,15,s2/t1
1676,2073,1999494,7,s1/t2
1677,2074,1999538,16,s2/t2
1678,2075,1999993,8,s1/t3
1679,2076,2000010,17,s2/t3
1680,2077,2000463,9,s1/t4
1681,2078,2000501,18,s2/t4
1682,2079,2000942,10,s1/t5
1683,2080,2000992,19,s2/t5
1684,2081,2001435,11,s1/t6
1685,2082,2001490,20,s2/t6
1686,2083,2001907,12,s1/t7
1687,2084,2001942,21,s2/t7
1688,2085,2002386,13,s1/t8
1689,2086,2002400,22,s2/t8
1690,2087,2002848,14,s1/t9
1691,2088,2002875,23,s2/t9
1692,2093,2008766,15,s2/t1
1693,2094,2008978,6,s1/t1
1694,2095,2009219,16,s2/t2
1695,2096,2009373,7,s1/t2
1696,2097,2009715,17,s2/t3
1697,2098,2009745,8,s1/t3
1698,2099,2010141,9,s1/t4
1699,2100,2010218,18,s2/t4
1700,2101,2010656,10,s1/t5
1701,2102,2010697,19,s2/t5
1702,2103,2011130,11,s1/t6
1703,2104,2011213,20,s2/t6
1704,2105,2011645,12,s1/t7
1705,2106,2011697,21,s2/t7
1706,2107,2012123,13,s1/t8
1707,2108,2012182,22,s2/t8
1708,2109,2012601,14,s1/t9
1709,2110,2012705,23,s2/t9
1710,2115,2018752,15,s2/t1
1711,2116,2018877,6,s1/t1
1712,2117,2019275,7,s1/t2
1713,2118,2019322,16,s2/t2
1714,2119,2019747,8,s1/t3
1715,2120,2019814,17,s2/t3
1716,2121,2020261,9,s1/t4
1717,2122,2020316,18,s2/t4
1718,2123,2020727,10,s1/t5
1719,2124,2020822,19,s2/t5
1720,2125,2021309,11,s1/t6
1721,2126,2021319,20,s2/t6
1722,2127,2021792,12,s1/t7
1723,2128,2021810,21,s2/t7
1724,2129,2022274,13,s1/t8
1725,2130,2022301,22,s2/t8
1726,2131,2022743,14,s1/t9
1727,2132,2022816,23,s2/t9
1728,2137,2029144,6,s1/t1
1729,2138,2029415,15,s2/t1
1730,2139,2029883,7,s1/t2
1731,2140,2029980,16,s2/t2
1732,2141,2030478,8,s1/t3
1733,2142,2030548,17,s2/t3
1734,2143,2031011,9,s1/t4
1735,2144,2031086,18,s2/t4
1736,2145,2031546,10,s1/t5
1737,2146,2031589,19,s2/t5
1738,2147,2032022,11,s1/t6
1739,2148,2032065,20,s2/t6
1740,2149,2032496,21,s2/t7
1741,2150,2032523,12,s1/t7
1742,2151,2032961,13,s1/t8
1743,2152,2032979,22,s2/t8
1744,2153,2033415,23,s2/t9
1745,2154,2033426,14,s1/t9
1746,2159,2039672,15,s2/t1
1747,2160,2039968,6,s1/t1
1748,2161,2040165,16,s2/t2
1749,2162,2040342,7,s1/t2
1750,2163,2040649,8,s1/t3
1751,2164,2040660,17,s2/t3
1752,2165,2041142,18,s2/t4
1753,2166,2041152,9,s1/t4
1754,2167,2041601,10,s1/t5
1755,2168,2041629,19,s2/t5
1756,2169,2042087,11,s1/t6
1757,2170,2042102,20,s2/t6
1758,2171,2042559,12,s1/t7
1759,2172,2042576,21,s2/t7
1760,2173,2043027,13,s1/t8
1761,2174,2043057,22,s2/t8
1762,2175,2043512,23,s2/t9
1763,2176,2043523,14,s1/t9
1764,2181,2049975,15,s2/t1
1765,2182,2050205,6,s1/t1
1766,2183,2050461,16,s2/t2
1767,2184,2050547,7,s1/t2
1768,2185,2050923,8,s1/t3
1769,2186,2050933,17,s2/t3
1770,2187,2051400,18,s2/t4
1771,2188,2051416,9,s1/t4
1772,2189,2051866,19,s2/t5
1773,2190,2051877,10,s1/t5
1774,2191,2052331,11,s1/t6
1775,2192,2052347,20,s2/t6
1776,2193,2052790,12,s1/t7
1777,2194,2052826,21,s2/t7
1778,2195,2053254,13,s1/t8
1779,2196,2053292,22,s2/t8
1780,2197,2053719,14,s1/t9
1781,2198,2053750,23,s2/t9
1782,2203,2059639,15,s2/t1
1783,2204,2059906,6,s1/t1
1784,2205,2060181,16,s2/t2
1785,2206,2060637,7,s1/t2
1786,2207,2060712,17,s2/t3
1787,2208,2061044,8,s1/t3
1788,2209,2061241,18,s2/t4
1789,2210,2061585,9,s1/t4
1790,2211,2061739,19,s2/t5
1791,2212,2062080,10,s1/t5
1792,2213,2062225,20,s2/t6
1793,2214,2062633,11,s1/t6
1794,2215,2062715,21,s2/t7
1795,2216,2063169,12,s1/t7
1796,2217,2063220,22,s2/t8
1797,2218,2063658,13,s1/t8
1798,2219,2063796,23,s2/t9
1799,2220,2064219,14,s1/t9
1800,2228,2077287,6,s1/t1
1801,2229,2077375,15,s2/t1
1802,2230,2077819,7,s1/t2
1803,2231,2077910,16,s2/t2
1804,2232,2078332,8,s1/t3
1805,2233,2078463,17,s2/t3
1806,2234,2078929,9,s1/t4
1807,2235,2079104,18,s2/t4
1808,2236,2079665,10,s1/t5
1809,2237,2079676,19,s2/t5
1810,2238,2080222,11,s1/t6
1811,2239,2080289,20,s2/t6
1812,2240,2080795,12,s1/t7
1813,2241,2080860,21,s2/t7
1814,2242,2081340,13,s1/t8
1815,2243,2081407,22,s2/t8
1816,2244,2081894,14,s1/t9
1817,2245,2081997,23,s2/t9
1818,2250,2088462,6,s1/t1
1819,2251,2088628,15,s2/t1
1820,2252,2089149,7,s1/t2
1821,2253,2089160,16,s2/t2
1822,2254,2089691,8,s1/t3
1823,2255,2089718,17,s2/t3
1824,2256,2090205,9,s1/t4
1825,2257,2090249,18,s2/t4
1826,2258,2090733,10,s1/t5
1827,2259,2090743,19,s2/t5
1828,2260,2091255,20,s2/t6
1829,2261,2091265,11,s1/t6
1830,2262,2091764,12,s1/t7
1831,2263,2091797,21,s2/t7
1832,2264,2092251,13,s1/t8
1833,2265,2092335,22,s2/t8
1834,2266,2092748,14,s1/t9
1835,2267,2092828,23,s2/t9
1836,2272,2098987,6,s1/t1
1837,2273,2099021,15,s2/t1
1838,2274,2099528,7,s1/t2
1839,2275,2099604,16,s2/t2
1840,2276,2100099,8,s1/t3
1841,2277,2100137,17,s2/t3
1842,2278,2100618,9,s1/t4
1843,2279,2100680,18,s2/t4
1844,2280,2101155,10,s1/t5
1845,2281,2101207,19,s2/t5
1846,2282,2101704,20,s2/t6
1847,2283,2101722,11,s1/t6
1848,2284,2102231,21,s2/t7
1849,2285,2102285,12,s1/t7
1850,2286,2102763,13,s1/t8
1851,2287,2102774,22,s2/t8
1852,2288,2103272,14,s1/t9
1853,2289,2103297,23,s2/t9
1854,2294,2109192,15,s2/t1
1855,2295,2109331,6,s1/t1
1856,2296,2109742,7,s1/t2
1857,2297,2109793,16,s2/t2
1858,2298,2110255,8,s1/t3
1859,2299,2110306,17,s2/t3
1860,2300,2110757,9,s1/t4
1861,2301,2110816,18,s2/t4
1862,2302,2111305,19,s2/t5
1863,2303,2111350,10,s1/t5
1864,2304,2111871,11,s1/t6
1865,2305,2111882,20,s2/t6
1866,2306,2112386,12,s1/t7
1867,2307,2112408,21,s2/t7
1868,2308,2112892,13,s1/t8
1869,2309,2112956,22,s2/t8
1870,2310,2113392,14,s1/t9
1871,2311,2113482,23,s2/t9
1872,2316,2119957,15,s2/t1
1873,2317,2120069,6,s1/t1
1874,2318,2120522,7,s1/t2
1875,2319,2120541,16,s2/t2
1876,2320,2121047,8,s1/t3
1877,2321,2121063,17,s2/t3
1878,2322,2121541,9,s1/t4
1879,2323,2121592,18,s2/t4
1880,2324,2122042,10,s1/t5
1881,2325,2122085,19,s2/t5
1882,2326,2122555,11,s1/t6
1883,2327,2122577,20,s2/t6
1884,2328,2123398,12,s1/t7
1885,2329,2123584,21,s2/t7
1886,2330,2124030,22,s2/t8
1887,2331,2124070,13,s1/t8
1888,2332,2124557,23,s2/t9
1889,2333,2124568,14,s1/t9
1890,2338,2130475,6,s1/t1
1891,2339,2130795,15,s2/t1
1892,2340,2131301,7,s1/t2
1893,2341,2131330,16,s2/t2
1894,2342,2131823,8,s1/t3
1895,2343,2131834,17,s2/t3
1896,2344,2132325,9,s1/t4
1897,2345,2132336,18,s2/t4
1898,2346,2132823,10,s1/t5
1899,2347,2132834,19,s2/t5
1900,2348,2133299,20,s2/t6
1901,2349,2133311,11,s1/t6
1902,2350,2133780,21,s2/t7
1903,2351,2133818,12,s1/t7
1904,2352,2134252,13,s1/t8
1905,2353,2134265,22,s2/t8
1906,2354,2134725,23,s2/t9
1907,2355,2134745,14,s1/t9
1908,2360,2140738,6,s1/t1
1909,2361,2140944,15,s2/t1
1910,2362,2141381,7,s1/t2
1911,2363,2141430,16,s2/t2
1912,2364,2141892,8,s1/t3
1913,2365,2141903,17,s2/t3
1914,2366,2142380,18,s2/t4
1915,2367,2142402,9,s1/t4
1916,2368,2142867,19,s2/t5
1917,2369,2142878,10,s1/t5
1918,2370,2143347,11,s1/t6
1919,2371,2143377,20,s2/t6
1920,2372,2143815,12,s1/t7
1921,2373,2143871,21,s2/t7
1922,2374,2144312,13,s1/t8
1923,2375,2144350,22,s2/t8
1924,2376,2144823,14,s1/t9
1925,2377,2144834,23,s2/t9
1926,2382,2151129,15,s2/t1
1927,2383,2151330,6,s1/t1
1928,2384,2151660,16,s2/t2
1929,2385,2151703,7,s1/t2
1930,2386,2152135,8,s1/t3
1931,2387,2152160,17,s2/t3
1932,2388,2152651,9,s1/t4
1933,2389,2152706,18,s2/t4
1934,2390,2153159,10,s1/t5
1935,2391,2153179,19,s2/t5
1936,2392,2153653,11,s1/t6
1937,2393,2153671,20,s2/t6
1938,2394,2154171,21,s2/t7
1939,2395,2154181,12,s1/t7
1940,2396,2154655,13,s1/t8
1941,2397,2154667,22,s2/t8
1942,2398,2155164,14,s1/t9
1943,2399,2155191,23,s2/t9
1944,2404,2161393,15,s2/t1
1945,2405,2161462,6,s1/t1
1946,2406,2161860,7,s1/t2
1947,2407,2161935,16,s2/t2
1948,2408,2162413,8,s1/t3
1949,2409,2162423,17,s2/t3
1950,2410,2162901,9,s1/t4
1951,2411,2162926,18,s2/t4
1952,2412,2163421,19,s2/t5
1953,2413,2163432,10,s1/t5
1954,2414,2163917,11,s1/t6
1955,2415,2163933,20,s2/t6
1956,2416,2164416,21,s2/t7
1957,2417,2164435,12,s1/t7
1958,2418,2164903,13,s1/t8
1959,2419,2164914,22,s2/t8
1960,2420,2165390,23,s2/t9
1961,2421,2165401,14,s1/t9
1962,2426,2171245,6,s1/t1
1963,2427,2171472,15,s2/t1
1964,2428,2171953,16,s2/t2
1965,2429,2171964,7,s1/t2
1966,2430,2172434,8,s1/t3
1967,2431,2172462,17,s2/t3
1968,2432,2172950,9,s1/t4
1969,2433,2172965,18,s2/t4
1970,2434,2173441,10,s1/t5
1971,2435,2173456,19,s2/t5
1972,2436,2173926,11,s1/t6
1973,2437,2173955,20,s2/t6
1974,2438,2174444,12,s1/t7
1975,2439,2174455,21,s2/t7
1976,2440,2174955,13,s1/t8
1977,2441,2174985,22,s2/t8
1978,2442,2175438,14,s1/t9
1979,2443,2175463,23,s2/t9
1980,2448,2181689,6,s1/t1
1981,2449,2181882,15,s2/t1
1982,2450,2182333,7,s1/t2
1983,2451,2182355,16,s2/t2
1984,2452,2182824,17,s2/t3
1985,2453,2182835,8,s1/t3
1986,2454,2183328,9,s1/t4
1987,2455,2183341,18,s2/t4
1988,2456,2183809,19,s2/t5
1989,2457,2183833,10,s1/t5
1990,2458,2184306,20,s2/t6
1991,2459,2184317,11,s1/t6
1992,2460,2184783,21,s2/t7
1993,2461,2184802,12,s1/t7
1994,2462,2185247,22,s2/t8
1995,2463,2185284,13,s1/t8
1996,2464,2185700,23,s2/t9
1997,2465,2185750,14,s1/t9
1998,2470,2191775,15,s2/t1
1999,2471,2191896,6,s1/t1
2000,2472,2192300,7,s1/t2
2001,2473,2192318,16,s2/t2
2002,2474,2192765,8,s1/t3
2003,2475,2192776,17,s2/t3
2004,2476,2193250,18,s2/t4
2005,2477,2193265,9,s1/t4
2006,2478,2193709,19,s2/t5
2007,2479,2193741,10,s1/t5
2008,2480,2194190,20,s2/t6
2009,2481,2194215,11,s1/t6
2010,2482,2194225,9,s1/t4
2011,2483,2194666,21,s2/t7
2012,2484,2194676,12,s1/t7
2013,2485,2195132,13,s1/t8
2014,2486,2195149,22,s2/t8
2015,2487,2195591,14,s1/t9
2016,2488,2195639,23,s2/t9
2017,2493,2201590,6,s1/t1
2018,2494,2202045,15,s2/t1
2019,2495,2202500,7,s1/t2
2020,2496,2202574,16,s2/t2
2021,2497,2203059,8,s1/t3
2022,2498,2203069,17,s2/t3
2023,2499,2203537,18,s2/t4
2024,2500,2203566,9,s1/t4
2025,2501,2204020,19,s2/t5
2026,2502,2204053,10,s1/t5
2027,2503,2204526,11,s1/t6
2028,2504,2204550,20,s2/t6
2029,2505,2205012,12,s1/t7
2030,2506,2205044,21,s2/t7
2031,2507,2205504,13,s1/t8
2032,2508,2205570,22,s2/t8
2033,2509,2205974,14,s1/t9
2034,2510,2206042,23,s2/t9
2035,2515,2212201,15,s2/t1
2036,2516,2212227,6,s1/t1
2037,2517,2212727,16,s2/t2
2038,2518,2212738,7,s1/t2
2039,2519,2213225,8,s1/t3
2040,2520,2213243,17,s2/t3
2041,2521,2213705,9,s1/t4
2042,2522,2213724,18,s2/t4
2043,2523,2214207,10,s1/t5
2044,2524,2214220,19,s2/t5
2045,2525,2214698,11,s1/t6
2046,2526,2214725,20,s2/t6
2047,2527,2215204,12,s1/t7
2048,2528,2215222,21,s2/t7
2049,2529,2215714,13,s1/t8
2050,2530,2215725,22,s2/t8
2051,2531,2216229,23,s2/t9
2052,2532,2216240,14,s1/t9
2053,2537,2222669,15,s2/t1
2054,2538,2222960,6,s1/t1
2055,2539,2223200,16,s2/t2
2056,2540,2223355,7,s1/t2
2057,2541,2224137,8,s1/t3
2058,2542,2224248,17,s2/t3
2059,2543,2224711,9,s1/t4
2060,2544,2224727,18,s2/t4
2061,2545,2225193,10,s1/t5
2062,2546,2225254,19,s2/t5
2063,2547,2225689,11,s1/t6
2064,2548,2225758,20,s2/t6
2065,2549,2226188,12,s1/t7
2066,2550,2226258,21,s2/t7
2067,2551,2226659,13,s1/t8
2068,2552,2226745,22,s2/t8
2069,2553,2227173,14,s1/t9
2070,2554,2227227,23,s2/t9
2071,2559,2233525,6,s1/t1
2072,2560,2233563,15,s2/t1
2073,2561,2234024,7,s1/t2
2074,2562,2234082,16,s2/t2
2075,2563,2234522,8,s1/t3
2076,2564,2234570,17,s2/t3
2077,2565,2235018,9,s1/t4
2078,2566,2235029,18,s2/t4
2079,2567,2235479,19,s2/t5
2080,2568,2235497,10,s1/t5
2081,2569,2235974,20,s2/t6
2082,2570,2235984,11,s1/t6
2083,2571,2236476,12,s1/t7
2084,2572,2236487,21,s2/t7
2085,2573,2236956,13,s1/t8
2086,2574,2236973,22,s2/t8
2087,2575,2237457,14,s1/t9
2088,2576,2237468,23,s2/t9
2089,2581,2243183,6,s1/t1
2090,2582,2243558,15,s2/t1
2091,2583,2244022,16,s2/t2
2092,2584,2244037,7,s1/t2
2093,2585,2244481,17,s2/t3
2094,2586,2244552,8,s1/t3
2095,2587,2244975,18,s2/t4
2096,2588,2245025,9,s1/t4
2097,2589,2245445,19,s2/t5
2098,2590,2245457,10,s1/t5
2099,2591,2245904,20,s2/t6
2100,2592,2245931,11,s1/t6
2101,2593,2246361,21,s2/t7
2102,2594,2246409,12,s1/t7
2103,2595,2246819,22,s2/t8
2104,2596,2246841,13,s1/t8
2105,2597,2247270,23,s2/t9
2106,2598,2247340,14,s1/t9
2107,2603,2254059,15,s2/t1
2108,2604,2254155,6,s1/t1
2109,2605,2254588,7,s1/t2
2110,2606,2254599,16,s2/t2
